source,target,interaction,evidence,confidence,source_name_unicode,source_name_ascii,target_name_unicode,target_name_ascii
Q4351940,Q727360,teacher_of,infobox:teacher,medium,Yasuhiro Konishi,Yasuhiro Konishi,Mabuni Kenei,Mabuni Kenei
Q7446788,Q727360,teacher_of,infobox:teacher,medium,Seiko Fujita,Seiko Fujita,Mabuni Kenei,Mabuni Kenei
Q294548,Q1738762,teacher_of,infobox:teacher | wikidata:P1066 | wikidata:P802,high,Mas Oyama,Mas Oyama,Kenji Kurosaki,Kenji Kurosaki
Q1738762,Q3532632,teacher_of,infobox:students | wikidata:P802,high,Kenji Kurosaki,Kenji Kurosaki,Toshio Fujiwara,Toshio Fujiwara
Q1738762,Q11436963,teacher_of,wikidata:P802,high,Kenji Kurosaki,Kenji Kurosaki,Noboru Ōsawa,Noboru Osawa
Q1738762,Q3984847,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Terutomo Yamazaki,Terutomo Yamazaki
Q1738762,Q6130268,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Yoshiji Soeno,Yoshiji Soeno
Q1738762,Q320773,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Shigeru Ōyama,Shigeru Oyama
Q1738762,Q920672,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Hatsuo Royama,Hatsuo Royama
Q1738762,Q919033,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Hideyuki Ashihara,Hideyuki Ashihara
Q1738762,Q6149743,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Jan Plas,Jan Plas
Q1738762,Q3161686,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Jan Kallenbach,Jan Kallenbach
Q1738762,Q3257815,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Loek Hollander,Loek Hollander
Q1738762,Q8021897,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Willie Williams,Willie Williams
Q1738762,Q1082144,teacher_of,infobox:students,medium,Kenji Kurosaki,Kenji Kurosaki,Christian Tissier,Christian Tissier
Q294548,Q3115887,teacher_of,infobox:teacher | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,high,Mas Oyama,Mas Oyama,Kenji Midori,Kenji Midori
Q11486455,Q3115887,teacher_of,infobox:teacher | wikidata:P1066,high,Tsuyoshi Hiroshige,Tsuyoshi Hiroshige,Kenji Midori,Kenji Midori
Q715769,Q722028,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Matsumura Sōkon,Matsumura Sokon,Kentsū Yabu,Kentsu Yabu
Q3028499,Q722028,teacher_of,infobox:teacher,medium,Kōsaku Matsumora,Kosaku Matsumora,Kentsū Yabu,Kentsu Yabu
Q722028,Q3772405,teacher_of,infobox:students,medium,Kentsū Yabu,Kentsu Yabu,Kanken Tōyama,Kanken Toyama
Q453505,Q6753487,teacher_of,infobox:students | infobox:teacher,medium,Kenwa Mabuni,Kenwa Mabuni,Manzo Iwata,Manzo Iwata
Q148,Q453505,teacher_of,text_context:teacher_keyword,low,People's Republic of China,Peoples Republic of China,Kenwa Mabuni,Kenwa Mabuni
Q3028499,Q715769,teacher_of,text_context:student_keyword,low,Kōsaku Matsumora,Kosaku Matsumora,Matsumura Sōkon,Matsumura Sokon
Q3028499,Q1317686,teacher_of,text_context:student_keyword,low,Kōsaku Matsumora,Kosaku Matsumora,Pechin,Pechin
Q3257815,Q3182349,teacher_of,infobox:students,medium,Loek Hollander,Loek Hollander,John Reeberg,John Reeberg
Q182130,Q6753487,teacher_of,infobox:teacher | wikidata:P1066,high,Morihei Ueshiba,Morihei Ueshiba,Manzo Iwata,Manzo Iwata
Q7446788,Q6753487,teacher_of,infobox:teacher,medium,Seiko Fujita,Seiko Fujita,Manzo Iwata,Manzo Iwata
Q6782517,Q5104212,teacher_of,infobox:students | wikidata:P802,high,Masami Chinen,Masami Chinen,Chokei Kishaba,Chokei Kishaba
Q6782517,Q3482635,teacher_of,infobox:students | infobox:teacher,medium,Masami Chinen,Masami Chinen,Shūgorō Nakazato,Shugoro Nakazato
Q6782517,Q961126,teacher_of,text_context:student_keyword | text_pattern:taught,medium,Masami Chinen,Masami Chinen,Bōjutsu,Bojutsu
Q6782517,Q608415,teacher_of,text_context:student_keyword,low,Masami Chinen,Masami Chinen,Shuri,Shuri
Q6782517,Q7827674,teacher_of,text_context:student_keyword | text_pattern:learned_from,medium,Masami Chinen,Masami Chinen,Toshihiro Oshiro,Toshihiro Oshiro
Q384558,Q1937515,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Minoru Kawawada,Minoru Kawawada
Q384558,Q2911640,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Takayuki Mikami,Takayuki Mikami
Q384558,Q5490474,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Frank Woon-a-tai,Frank Woon-a-tai
Q384558,Q7366021,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Ronnie Watt,Ronnie Watt
Q384558,Q922328,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Masahiko Tanaka,Masahiko Tanaka
Q384558,Q15845026,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Koichiro Okuma,Koichiro Okuma
Q384558,Q15845027,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Yuko Hirayama,Yuko Hirayama
Q384558,Q15845030,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Satoshi Takahashi,Satoshi Takahashi
Q384558,Q15845032,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Takuya Taniyama,Takuya Taniyama
Q384558,Q15845033,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Yasuo Hanzaki,Yasuo Hanzaki
Q384558,Q15845034,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Seizo Izumiya,Seizo Izumiya
Q384558,Q15845035,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Katsutoshi Shiina,Katsutoshi Shiina
Q384558,Q15845038,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Yasunori Ogura,Yasunori Ogura
Q384558,Q15845041,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Takenori Imura,Takenori Imura
Q384558,Q15845047,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Toshihiro Mori,Toshihiro Mori
Q384558,Q15845053,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Yoshiharu Osaka,Yoshiharu Osaka
Q384558,Q15987564,teacher_of,wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Masaaki Ueki,Masaaki Ueki
Q384558,Q15987736,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Shigeru Takashina,Shigeru Takashina
Q384558,Q605735,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Hideo Yamamoto,Hideo Yamamoto
Q384558,Q15987806,teacher_of,infobox:students | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Tomio Imamura,Tomio Imamura
Q384558,Q8062088,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Masatoshi Nakayama,Masatoshi Nakayama,Yutaka Yaguchi,Yutaka Yaguchi
Q6078918,Q384558,teacher_of,infobox:teacher,medium,Isao Obata,Isao Obata,Masatoshi Nakayama,Masatoshi Nakayama
Q384558,Q709520,teacher_of,infobox:students | infobox:teacher,medium,Masatoshi Nakayama,Masatoshi Nakayama,Tetsuhiko Asai,Tetsuhiko Asai
Q384558,Q381799,teacher_of,infobox:students,medium,Masatoshi Nakayama,Masatoshi Nakayama,Cary-Hiroyuki Tagawa,Cary-Hiroyuki Tagawa
Q384558,Q2915906,teacher_of,infobox:students | infobox:teacher,medium,Masatoshi Nakayama,Masatoshi Nakayama,Teruyuki Okazaki,Teruyuki Okazaki
Q384558,Q1360025,teacher_of,infobox:students | infobox:teacher,medium,Masatoshi Nakayama,Masatoshi Nakayama,Taiji Kase,Taiji Kase
Q384558,Q896129,teacher_of,infobox:students,medium,Masatoshi Nakayama,Masatoshi Nakayama,Hideo Ochi,Hideo Ochi
Q384558,Q29043333,teacher_of,infobox:students,medium,Masatoshi Nakayama,Masatoshi Nakayama,Stan Schmidt,Stan Schmidt
Q384558,Q7397534,teacher_of,infobox:students,medium,Masatoshi Nakayama,Masatoshi Nakayama,Sadamu Uriu,Sadamu Uriu
Q1620643,Q1584213,teacher_of,wikidata:P1066,high,Kōri Hisataka,Kori Hisataka,Masayuki Hisataka,Masayuki Hisataka
Q1584213,Q60,teacher_of,text_context:student_keyword,low,Masayuki Hisataka,Masayuki Hisataka,New York City,New York City
Q1584213,Q340,teacher_of,text_context:student_keyword,low,Masayuki Hisataka,Masayuki Hisataka,Montreal,Montreal
Q1584213,Q1344988,teacher_of,text_context:student_keyword,low,Masayuki Hisataka,Masayuki Hisataka,Expo 67,Expo 67
Q294548,Q562024,teacher_of,infobox:teacher | wikidata:P1066 | wikidata:P802,high,Mas Oyama,Mas Oyama,Steve Arneil,Steve Arneil
Q294548,Q4935308,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Bobby Lowe,Bobby Lowe
Q294548,Q1040902,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Tadashi Nakamura,Tadashi Nakamura
Q294548,Q2664662,teacher_of,infobox:teacher | wikidata:P1066 | wikidata:P802,high,Mas Oyama,Mas Oyama,Shokei Matsui,Shokei Matsui
Q294548,Q4701154,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Akira Masuda,Akira Masuda
Q294548,Q6378060,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Katsuaki Satō,Katsuaki Sato
Q294548,Q6884566,teacher_of,infobox:teacher | wikidata:P1066 | wikidata:P802,high,Mas Oyama,Mas Oyama,Miyuki Miura,Miyuki Miura
Q294548,Q7173266,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Peter Chong,Peter Chong
Q294548,Q28466388,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Brian Fitkin,Brian Fitkin
Q294548,Q4057557,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Takashi Azuma,Takashi Azuma
Q294548,Q320773,teacher_of,infobox:teacher | wikidata:P1066 | wikidata:P802,high,Mas Oyama,Mas Oyama,Shigeru Ōyama,Shigeru Oyama
Q294548,Q4340863,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Yasuhiko Ōyama,Yasuhiko Oyama
Q294548,Q11436963,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Noboru Ōsawa,Noboru Osawa
Q294548,Q11474560,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Tatsuya Iwasaki,Tatsuya Iwasaki
Q294548,Q11557545,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Noriyasu Hamai,Noriyasu Hamai
Q294548,Q11258528,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Kenji Yamaki,Kenji Yamaki
Q294548,Q2636225,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Kazuyoshi Ishii,Kazuyoshi Ishii
Q294548,Q11428483,teacher_of,wikidata:P802,high,Mas Oyama,Mas Oyama,Norichika Tsukamoto,Norichika Tsukamoto
Q294548,Q132720,teacher_of,text_context:student_keyword,low,Mas Oyama,Mas Oyama,Yamanashi Prefecture,Yamanashi Prefecture
Q16016038,Q1206086,teacher_of,text_context:student_keyword,low,Meitoku Yagi,Meitoku Yagi,Kumejima,Kumejima
Q6130268,Q6884566,teacher_of,infobox:students | infobox:teacher | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,high,Yoshiji Soeno,Yoshiji Soeno,Miyuki Miura,Miyuki Miura
Q3984847,Q6884566,teacher_of,infobox:teacher,medium,Terutomo Yamazaki,Terutomo Yamazaki,Miyuki Miura,Miyuki Miura
Q2599967,Q7614483,teacher_of,wikidata:P802,high,Morio Higaonna,Morio Higaonna,Steven Bellamy,Steven Bellamy
Q715769,Q6956791,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Matsumura Sōkon,Matsumura Sokon,Nabe Matsumura,Nabe Matsumura
Q7350475,Q7924865,teacher_of,wikidata:P802,high,Robert Trias,Robert Trias,Vic Moore,Vic Moore
Q7350475,Q5176649,teacher_of,infobox:students,medium,Robert Trias,Robert Trias,Count Dante,Count Dante
Q954330,Q584466,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Ryū Ryū Ko,Ryu Ryu Ko,Arakaki Seishō,Arakaki Seisho
Q1963468,Q7446670,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Shōshin Nagamine,Shoshin Nagamine,Seigi Nakamura,Seigi Nakamura
Q7446670,Q5104212,teacher_of,infobox:students | wikidata:P802,high,Seigi Nakamura,Seigi Nakamura,Chokei Kishaba,Chokei Kishaba
Q7446670,Q6378081,teacher_of,infobox:students,medium,Seigi Nakamura,Seigi Nakamura,Katsuhiko Shinzato,Katsuhiko Shinzato
Q7446670,Q7827674,teacher_of,infobox:students | infobox:teacher,medium,Seigi Nakamura,Seigi Nakamura,Toshihiro Oshiro,Toshihiro Oshiro
Q3482287,Q7446703,teacher_of,infobox:students | infobox:teacher | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,high,Shinpan Gusukuma,Shinpan Gusukuma,Seiichi Iju,Seiichi Iju
Q7446703,Q3482635,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Seiichi Iju,Seiichi Iju,Shūgorō Nakazato,Shugoro Nakazato
Q1071733,Q7446703,teacher_of,text_pattern:learned_from,medium,Chōshin Chibana,Choshin Chibana,Seiichi Iju,Seiichi Iju
Q117604,Q15987278,teacher_of,text_context:teacher_keyword,low,Nago,Nago,Seikichi Odo,Seikichi Odo
Q7447367,Q3954660,teacher_of,text_context:teacher_keyword,low,Sekō Higa,Seko Higa,Seikichi Toguchi,Seikichi Toguchi
Q7447367,Q16006586,teacher_of,infobox:students,medium,Sekō Higa,Seko Higa,Kanki Izumigawa,Kanki Izumigawa
Q584466,Q2473562,teacher_of,infobox:students,medium,Arakaki Seishō,Arakaki Seisho,Kanbun Uechi,Kanbun Uechi
Q584466,Q3772405,teacher_of,infobox:students,medium,Arakaki Seishō,Arakaki Seisho,Kanken Tōyama,Kanken Toyama
Q584466,Q453505,teacher_of,infobox:students,medium,Arakaki Seishō,Arakaki Seisho,Kenwa Mabuni,Kenwa Mabuni
Q584466,Q221121,teacher_of,text_context:student_keyword,low,Arakaki Seishō,Arakaki Seisho,Chōjun Miyagi,Chojun Miyagi
Q3482287,Q7446770,teacher_of,wikidata:P802,high,Shinpan Gusukuma,Shinpan Gusukuma,Seikichi Iha,Seikichi Iha
Q3482287,Q8056246,teacher_of,wikidata:P802,high,Shinpan Gusukuma,Shinpan Gusukuma,Yoshio Nakamura,Yoshio Nakamura
Q3482287,Q907052,teacher_of,text_context:student_keyword,low,Shinpan Gusukuma,Shinpan Gusukuma,Shuri Castle,Shuri Castle
Q3482287,Q1206796,teacher_of,text_context:student_keyword,low,Shinpan Gusukuma,Shinpan Gusukuma,Nishihara,Nishihara
Q3482287,Q192660,teacher_of,text_context:student_keyword,low,Shinpan Gusukuma,Shinpan Gusukuma,Battle of Okinawa,Battle of Okinawa
Q453505,Q3959901,teacher_of,infobox:teacher,medium,Kenwa Mabuni,Kenwa Mabuni,Shōgō Kuniba,Shogo Kuniba
Q1372130,Q1060301,teacher_of,infobox:successor,medium,Shō Hashi,Sho Hashi,Shō Chū,Sho Chu
Q11399569,Q2664662,teacher_of,wikidata:P1066,high,Shigeo Katō,Shigeo Kato,Shokei Matsui,Shokei Matsui
Q2664662,Q11258528,teacher_of,wikidata:P802,high,Shokei Matsui,Shokei Matsui,Kenji Yamaki,Kenji Yamaki
Q1963468,Q5104212,teacher_of,wikidata:P802,high,Shōshin Nagamine,Shoshin Nagamine,Chokei Kishaba,Chokei Kishaba
Q1963468,Q4770567,teacher_of,wikidata:P802,high,Shōshin Nagamine,Shoshin Nagamine,Ansei Ueshiro,Ansei Ueshiro
Q1963468,Q6378081,teacher_of,infobox:students | wikidata:P802,high,Shōshin Nagamine,Shoshin Nagamine,Katsuhiko Shinzato,Katsuhiko Shinzato
Q1963468,Q7677484,teacher_of,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,high,Shōshin Nagamine,Shoshin Nagamine,Takayoshi Nagamine,Takayoshi Nagamine
Q1963468,Q715769,teacher_of,text_context:student_keyword,low,Shōshin Nagamine,Shoshin Nagamine,Matsumura Sōkon,Matsumura Sokon
Q3482635,Q2025214,teacher_of,infobox:students | infobox:teacher | text_context:teacher_keyword | text_pattern:learned_from,medium,Shūgorō Nakazato,Shugoro Nakazato,Tadashi Yamashita,Tadashi Yamashita
Q715769,Q99517310,teacher_of,wikidata:P802,high,Matsumura Sōkon,Matsumura Sokon,Chōfu Kyan,Chofu Kyan
Q1493578,Q715769,teacher_of,infobox:teacher,medium,Chintō,Chinto,Matsumura Sōkon,Matsumura Sokon
Q715769,Q961126,teacher_of,text_context:student_keyword,low,Matsumura Sōkon,Matsumura Sokon,Bōjutsu,Bojutsu
Q2025214,Q7328577,teacher_of,wikidata:P802,high,Tadashi Yamashita,Tadashi Yamashita,Richard Rabago,Richard Rabago
Q1908090,Q2025214,teacher_of,infobox:teacher,medium,Matayoshi Shinpō,Matayoshi Shinpo,Tadashi Yamashita,Tadashi Yamashita
Q2025214,Q3482635,teacher_of,text_context:student_keyword,low,Tadashi Yamashita,Tadashi Yamashita,Shūgorō Nakazato,Shugoro Nakazato
Q6078918,Q1360025,teacher_of,infobox:teacher,medium,Isao Obata,Isao Obata,Taiji Kase,Taiji Kase
Q1360025,Q932795,teacher_of,text_context:student_keyword,low,Taiji Kase,Taiji Kase,kumite,kumite
Q1360025,Q896129,teacher_of,text_context:student_keyword,low,Taiji Kase,Taiji Kase,Hideo Ochi,Hideo Ochi
Q1360025,Q471629,teacher_of,text_context:student_keyword,low,Taiji Kase,Taiji Kase,Hirokazu Kanazawa,Hirokazu Kanazawa
Q1360025,Q713750,teacher_of,text_context:student_keyword,low,Taiji Kase,Taiji Kase,West Germany,West Germany
Q598665,Q95043,teacher_of,infobox:students | wikidata:P802,high,Takayuki Kubota,Takayuki Kubota,James Caan,James Caan
Q598665,Q2673,teacher_of,infobox:students,medium,Takayuki Kubota,Takayuki Kubota,Chuck Norris,Chuck Norris
Q598665,Q131359,teacher_of,text_context:student_keyword | text_pattern:taught,medium,Takayuki Kubota,Takayuki Kubota,professional wrestling,professional wrestling
Q598665,Q3274794,teacher_of,text_context:student_keyword,low,Takayuki Kubota,Takayuki Kubota,Camp Zama,Camp Zama
Q598665,Q127513,teacher_of,text_context:student_keyword,low,Takayuki Kubota,Takayuki Kubota,Kanagawa Prefecture,Kanagawa Prefecture
Q598665,Q38283,teacher_of,text_context:student_keyword,low,Takayuki Kubota,Takayuki Kubota,Yokohama,Yokohama
Q27363,Q4763171,teacher_of,wikidata:P802,high,Tatsuo Shimabuku,Tatsuo Shimabuku,Angi Uezu,Angi Uezu
Q27363,Q5661611,teacher_of,wikidata:P802,high,Tatsuo Shimabuku,Tatsuo Shimabuku,Harold M. Mitchum,Harold M Mitchum
Q723832,Q27363,teacher_of,infobox:teacher,medium,Taira Shinken,Taira Shinken,Tatsuo Shimabuku,Tatsuo Shimabuku
Q27363,Q4785266,teacher_of,infobox:students,medium,Tatsuo Shimabuku,Tatsuo Shimabuku,Arcenio James Advincula,Arcenio James Advincula
Q11064618,Q27363,teacher_of,text_context:teacher_keyword,low,bō,bo,Tatsuo Shimabuku,Tatsuo Shimabuku
Q3984846,Q40795,teacher_of,text_context:student_keyword,low,Teruo Chinen,Teruo Chinen,kata,kata
Q2915906,Q709520,teacher_of,infobox:teacher | wikidata:P1066 | wikidata:P802,high,Teruyuki Okazaki,Teruyuki Okazaki,Tetsuhiko Asai,Tetsuhiko Asai
Q2915906,Q5490474,teacher_of,infobox:students,medium,Teruyuki Okazaki,Teruyuki Okazaki,Frank Woon-a-tai,Frank Woon-a-tai
Q709520,Q7397534,teacher_of,infobox:students,medium,Tetsuhiko Asai,Tetsuhiko Asai,Sadamu Uriu,Sadamu Uriu
Q97666381,Q7800728,teacher_of,wikidata:P1066,high,Tatsuo Suzuki,Tatsuo Suzuki,Ticky Donovan,Ticky Donovan
Q471629,Q7800728,teacher_of,infobox:teacher,medium,Hirokazu Kanazawa,Hirokazu Kanazawa,Ticky Donovan,Ticky Donovan
Q716133,Q7800728,teacher_of,infobox:teacher,medium,Keinosuke Enoeda,Keinosuke Enoeda,Ticky Donovan,Ticky Donovan
Q294548,Q7800728,teacher_of,infobox:teacher,medium,Mas Oyama,Mas Oyama,Ticky Donovan,Ticky Donovan
Q6078918,Q2619054,teacher_of,wikidata:P1066,high,Isao Obata,Isao Obata,Tsutomu Ohshima,Tsutomu Ohshima
Q1246030,Q2619054,teacher_of,infobox:teacher,medium,Shigeru Egami,Shigeru Egami,Tsutomu Ohshima,Tsutomu Ohshima
Q584466,Q135222893,teacher_of,infobox:teacher,medium,Arakaki Seishō,Arakaki Seisho,Tsuyoshi Chitose,Tsuyoshi Chitose
Q699236,Q135222893,teacher_of,infobox:teacher,medium,Higaonna Kanryō,Higaonna Kanryo,Tsuyoshi Chitose,Tsuyoshi Chitose
Q2393877,Q135222893,teacher_of,infobox:teacher,medium,Chōtoku Kyan,Chotoku Kyan,Tsuyoshi Chitose,Tsuyoshi Chitose
Q705617,Q135222893,teacher_of,infobox:teacher,medium,Chōmo Hanashiro,Chomo Hanashiro,Tsuyoshi Chitose,Tsuyoshi Chitose
Q706389,Q135222893,teacher_of,infobox:teacher,medium,Motobu Chōyū,Motobu Choyu,Tsuyoshi Chitose,Tsuyoshi Chitose
Q135222893,Q6782529,teacher_of,infobox:students,medium,Tsuyoshi Chitose,Tsuyoshi Chitose,Masami Tsuruoka,Masami Tsuruoka
Q135222893,Q5728406,teacher_of,infobox:students,medium,Tsuyoshi Chitose,Tsuyoshi Chitose,Henry Slomanski,Henry Slomanski
Q135222893,Q478958,teacher_of,text_context:student_keyword,low,Tsuyoshi Chitose,Tsuyoshi Chitose,Western culture,Western culture
Q135222893,Q7129609,teacher_of,text_context:student_keyword,low,Tsuyoshi Chitose,Tsuyoshi Chitose,Caucasian race,Caucasian race
Q135222893,Q6830460,teacher_of,text_context:student_keyword,low,Tsuyoshi Chitose,Tsuyoshi Chitose,Michael G. Foster,Michael G Foster
Q1147708,Q4351940,teacher_of,infobox:teacher,medium,Motobu Chōki,Motobu Choki,Yasuhiro Konishi,Yasuhiro Konishi
Q453505,Q4351940,teacher_of,infobox:teacher,medium,Kenwa Mabuni,Kenwa Mabuni,Yasuhiro Konishi,Yasuhiro Konishi
Q182130,Q4351940,teacher_of,infobox:teacher | text_pattern:learned_from,medium,Morihei Ueshiba,Morihei Ueshiba,Yasuhiro Konishi,Yasuhiro Konishi
Q221121,Q4351940,teacher_of,infobox:teacher,medium,Chōjun Miyagi,Chojun Miyagi,Yasuhiro Konishi,Yasuhiro Konishi
Q1071733,Q4351940,teacher_of,infobox:teacher,medium,Chōshin Chibana,Choshin Chibana,Yasuhiro Konishi,Yasuhiro Konishi
Q4351940,Q535906,teacher_of,infobox:students,medium,Yasuhiro Konishi,Yasuhiro Konishi,Sho Kosugi,Sho Kosugi
Q4351940,Q716152,teacher_of,infobox:students,medium,Yasuhiro Konishi,Yasuhiro Konishi,Shoji Nishio,Shoji Nishio
Q1465287,Q4351940,teacher_of,text_context:teacher_keyword,low,Pinan,Pinan,Yasuhiro Konishi,Yasuhiro Konishi
Q6130268,Q703827,teacher_of,wikidata:P802,high,Yoshiji Soeno,Yoshiji Soeno,Mitsuharu Misawa,Mitsuharu Misawa
Q6130268,Q3025412,teacher_of,wikidata:P802,high,Yoshiji Soeno,Yoshiji Soeno,Toshiaki Kawada,Toshiaki Kawada
Q6130268,Q1192158,teacher_of,infobox:students,medium,Yoshiji Soeno,Yoshiji Soeno,Yasunori Matsumoto,Yasunori Matsumoto
Q6130268,Q11263313,teacher_of,infobox:students,medium,Yoshiji Soeno,Yoshiji Soeno,Makoto Uehara,Makoto Uehara
Q345012,Q7953,teacher_of,text_pattern:learned_from,medium,Huineng,Huineng,Zen,Zen
Q7953,Q7953,teacher_of,text_context:student_keyword,low,Zen,Zen,Zen,Zen
Q7953,Q849649,teacher_of,text_context:student_keyword,low,Zen,Zen,wisdom in Buddhism,wisdom in Buddhism
Q7953,Q3118758,teacher_of,text_context:student_keyword,low,Zen,Zen,Guan Xiu,Guan Xiu
Q7953,Q3048317,teacher_of,text_context:student_keyword,low,Zen,Zen,Muqi,Muqi
Q1207591,Q7953,teacher_of,text_context:teacher_keyword,low,dharma transmission,dharma transmission,Zen,Zen
