inherited,branch_reach,id,name,native,born,died,style,family,reach,direct,prominent,breadth,generations,teachers,teacher_styles,honours
yes,0,J0103,Sanra Kinjo,金城真三良,,,,shuri-te,5,1,1,10,2,0,0,
,5,Q276730,Kosei Nishihira,西平向盛,1942,2007,,shuri-te,5,5,0,1,1,1,7,
,5,Q320773,Shigeru Oyama,大山茂,1936,2016,,kyokushin,5,4,1,6,2,4,12,
,5,Q6130268,Yoshiji Soeno,添野義二,1947,,,kyokushin,5,5,0,6,1,2,12,
,5,Q920672,Hatsuo Royama,盧山初雄,1948,,,kyokushin,5,3,0,4,2,4,13,
yes,0,R0027,Genryu Kimura,,,,,japanese,5,1,1,3,2,0,0,
yes,0,R0197,Anko Sadoyama,佐渡山安恒,,,,shuri-te,5,1,1,5,3,0,0,
,4,A0022,Katsunori Tsuyama,津山克典,1936,,,japanese,4,4,0,5,1,1,7,
,4,A0027,Katsuoh Yamamoto,,1938,2017,,japanese,4,3,1,7,2,1,10,
,4,A0089,Chuzo Kotaka,,1941,,,japanese,4,4,0,2,1,3,11,
,4,A0149,Tadao Okuyama,,,,,japanese,4,2,1,6,2,0,0,
,4,A0154,Yoon Byung-in,윤병인 (尹炳仁),1920,1983,,korean,4,3,0,5,2,1,12,
,4,A0211,Seiken Shukumine,祝嶺正献,1925,2001,,shuri-te,4,3,0,4,2,2,4,
yes,0,B0015,Heisaburo Nakamura,,1894,1975,,te,4,1,1,2,2,1,2,
,4,C00107,Kafu Kojo,湖城嘉富,1909,1996,,te,4,4,0,1,1,5,15,
,4,C00444,Saburo Uehara,上原三郎,1900,1965,,other,4,4,3,1,1,2,9,
,4,C00625,Tsuguo Sakumoto,佐久本嗣男,1947,,,naha-te,4,4,0,3,1,1,3,
yes,0,J0077,Kensuke Ohama,大浜賢助,,,,shuri-te,4,1,0,8,3,0,0,
,4,J0179,Ji Han-jae,지한재,1936,2026,,other,4,4,1,2,1,1,1,
,4,Q1046410,Jhoon Rhee,이준구,1932,2018,,korean,4,2,0,5,2,2,10,
,4,Q123398,Andy Hug,,1964,2000,,kyokushin,4,4,0,3,1,2,6,
,4,Q1620643,Kori Hisataka,久高幸利,1907,1988,,shuri-te,4,4,1,6,1,3,12,
yes,0,Q1678211,Jae Chul Shin,신재철,1936,2012,,korean,4,1,1,12,2,1,3,
,4,Q348074,Hiroshi Shirai,白井寛,1937,2024,,japanese,4,4,0,2,1,3,8,
,4,Q3519204,Tetsuji Murakami,村上哲次,1927,1987,,japanese,4,3,1,8,2,2,10,
yes,0,Q5042308,Carlos Machado,,1963,,,te,4,1,1,12,2,0,0,
,4,Q5103850,Chogi Kishaba,喜舎場朝義,1934,2017,,naha-te,4,4,1,7,1,2,16,Hanshi 10th dan — Okinawa Karate News register (2018)
,4,Q6378060,Katsuaki Sato,佐藤勝昭,1946,,,kyokushin,4,2,2,7,2,2,12,
,4,Q709520,Tetsuhiko Asai,浅井哲彦,1935,2006,,japanese,4,4,1,4,1,3,13,
,4,Q727360,Kenei Mabuni,摩文仁賢榮,1918,2015,,japanese,4,2,0,3,3,4,21,Hanshi 10th dan — Okinawa Karate News register (2018)
,4,Q7677484,Takayoshi Nagamine,長嶺高兆,1945,2012,,shuri-te,4,3,1,1,2,1,6,Hanshi 10th dan — Okinawa Karate News register (2018)
,4,Q780966,Seiji Isobe,磯部清次,1948,,,kyokushin,4,4,0,1,1,1,5,
yes,0,R0237,Hōsaku Sodeyama,袖山豊作,,,,japanese,4,1,1,5,2,0,0,
yes,0,A0004,T'ung Gee Hsing,,,,,chinese,3,1,1,8,2,0,0,
yes,0,A0103,Akira Kitagawa,,,,,shuri-te,3,1,1,4,2,0,0,
,3,A0132,Seiko Fukuchi,福地清幸,1919,1975,,naha-te,3,2,2,4,2,1,8,Hanshi 10th dan — Okinawa Karate News register (2018)
,3,A0148,Genshin Hironishi,廣西元信,1913,1999,,japanese,3,2,0,5,2,2,11,
,3,C00101,Juei Tamaki,,1905,1997,,other,3,2,1,2,2,1,8,
,3,C00296,Koshin Iha,伊波康進,1925,2012,,naha-te,3,2,2,2,2,2,12,Hanshi 10th dan — Okinawa Karate News register (2018)
,3,C00329,Masakazu Miyagi,,1921,,,te,3,3,0,0,1,3,6,
,3,J0072,Masafumi Suzuki,鈴木正文,1929,1991,,naha-te,3,2,0,8,2,3,18,
yes,0,J0073,Hiroyasu Tamae,玉得博康,1906,1985,,shuri-te,3,1,0,5,2,2,9,
yes,0,J0082,Shigemitsu Kyoda,許田重光,,,,naha-te,3,1,0,1,2,1,3,
yes,0,J0118,Giei Funakoshi,船越義英,1900,1961,,japanese,3,1,0,1,2,1,9,
,3,J0154,Yoo Eung-jun,유응준,,,,korean,3,2,0,6,2,1,8,
yes,0,Q11399569,Shigeo Kato,加藤重夫,1942,2022,,kyokushin,3,1,0,4,2,0,0,
,3,Q115091,Peter Urban,,1934,2009,,te,3,3,1,5,1,1,7,
,3,Q1335481,Henry Plee,,1923,2014,,naha-te,3,3,0,2,1,2,7,
,3,Q1473967,Fumio Demura,出村文男,1938,2023,,naha-te,3,3,0,2,1,2,8,
,3,Q2673,Chuck Norris,,1940,,,korean,3,3,0,8,1,4,13,
,3,Q4057557,Takashi Azuma,東孝,1949,2021,,kyokushin,3,3,2,3,1,3,13,
,3,Q4770567,Ansei Ueshiro,宇江城安盛,1933,2002,,shuri-te,3,3,0,2,1,1,6,
,3,Q6918025,Motokatsu Inoue,井上元勝,1918,1993,,kobudo,3,3,0,3,1,5,20,
,3,Q7446670,Seigi Nakamura,仲村正義,1924,1999,,shuri-te,3,3,0,7,1,1,6,
,3,Q7446770,Seikichi Iha,伊波清吉,1932,,,shuri-te,3,3,0,2,1,2,11,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,R0032,Hiroshi Noguchi,,,,,japanese,3,1,1,5,2,1,9,
yes,0,R0033,Toshio Kamata-Watanabe,,,,,japanese,3,1,1,5,2,1,9,
,2,A0009,Seiko Toyama,當山清幸,1928,2009,,uechi-ryu,2,2,1,3,1,2,9,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,A0024,Sokuichi Gibu,儀武息一,1941,2012,,shuri-te,2,2,0,4,1,1,6,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,A0031,Joki Uema,上間上輝,1920,2011,,shuri-te,2,2,0,2,1,1,9,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,A0046,Isamu Tamotsu,保勇,1919,2000,,shuri-te,2,2,0,1,1,2,8,
yes,0,A0053,Chotoku Omine,大嶺朝徳,1929,1975,,shuri-te,2,1,0,1,2,1,6,
,2,A0054,Kensei Taba,田場兼靖,1933,2012,,shuri-te,2,2,1,2,1,3,14,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,A0063,Masao Shima,,,,,shuri-te,2,2,2,4,1,1,6,
,2,A0104,Roy J. Hobbs,,,,,shuri-te,2,2,0,2,1,2,4,
,2,A0159,Takaji Shimizu,清水隆次,1896,1978,,other,2,2,0,6,1,0,0,
yes,0,A0176,Lee Chong-woo,이종우,1928,2015,,korean,2,1,0,2,2,2,7,
yes,0,A0204,Yasunari Ishimi,,1943,,,japanese,2,1,0,1,2,1,7,
yes,0,A0205,Azad Kazimov,Azad Kazımov,,,,other,2,1,0,0,2,0,0,
yes,0,A0206,Mir-Ali Seyidov,Mirəli Seyidov,1956,2026,,other,2,1,0,0,2,0,0,
yes,0,A0227,Isao Ichikawa,,1935,1996,,shuri-te,2,1,0,1,2,1,12,
yes,0,A0236,Ishimine Pechin,石嶺親雲上,1812,1892,,shuri-te,2,1,0,1,2,1,5,
yes,0,B0004,Ch'en Yu-an,,,,,other,2,1,0,0,2,0,0,
yes,0,B0023,Ho Feng,,,,,chinese,2,1,0,0,2,0,0,
yes,0,C00021,Chomei Motobu,本部朝明,1885,1956,,other,2,1,0,2,2,0,0,
yes,0,C00076,Sugaya Ueshima,上島菅,,,,other,2,1,1,6,2,0,0,
,2,C00086,Goshi Yamaguchi,山口剛史,1942,,,naha-te,2,2,0,6,1,1,7,
yes,0,C00129,Horoku Ishikawa,,,,,other,2,1,1,3,2,2,8,
yes,0,C00131,Hsiao Yao,,,,,other,2,1,0,0,2,0,0,
,2,C00152,Jintatsu Higa,,,,,other,2,2,0,2,1,1,7,
yes,0,C00194,Lu Ta-ting,,,,,other,2,1,0,0,2,0,0,
yes,0,C00253,Kiyohiko Higa,比嘉清彦,,,,te,2,1,0,4,2,2,9,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,C00279,Seiki Arakaki,,,,,other,2,2,0,0,1,2,11,
yes,0,C00293,Seiyu Nakasone,仲宗根正侑,1893,1983,,tomari-te,2,1,1,3,2,1,2,
,2,C00301,Kosuke Yonamine,,,,,kobudo,2,2,1,3,1,2,6,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,C00438,Ryuko Tomoyose,友寄隆宏,1928,2019,,uechi-ryu,2,1,1,3,2,1,4,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,C00480,Seiki Itokazu,糸数盛喜,1915,2006,,uechi-ryu,2,2,1,3,1,1,4,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,C00566,Takashi Kinjo,金城孝,,,,uechi-ryu,2,1,1,3,2,1,8,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,C00653,Yoshiaki Gakiya,,,,,kobudo,2,2,1,0,1,1,8,
,2,C00660,Yoshio Itokazu,,1896,,,other,2,2,0,0,1,1,9,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,J0034,Mitsuo Kakazu,嘉数光雄,,,,kobudo,2,1,1,8,2,1,6,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,J0074,Norio Nakamura,中村典夫,,,,japanese,2,2,1,4,1,4,18,
,2,J0081,Kazuya Kanzaki,神崎和也,1928,2018,,naha-te,2,2,0,1,1,2,3,
,2,J0121,Tomosaburo Okano,岡野友三郎,,,,japanese,2,2,0,1,1,3,11,
,2,KP020,Yoshinao Nanbu,南部好直,1943,,,other,2,2,0,2,1,1,3,
yes,0,N0149,Koho Kuba,,1870,1942,,other,2,1,1,8,2,1,5,
,2,Q1737900,Keigo Abe,阿部圭吾,1938,2019,,japanese,2,2,0,3,1,1,7,
yes,0,Q21503589,Toru Arakawa,荒川通,1932,2015,,japanese,2,1,0,6,2,1,10,
,2,Q23688927,Masaru Shintani,新谷勝,1927,2000,,japanese,2,2,0,1,1,2,11,
,2,Q2619054,Tsutomu Ohshima,大島劼,1930,,,japanese,2,2,0,1,1,6,11,
,2,Q2664662,Shokei Matsui,松井章圭 / 문장규,1963,,,kyokushin,2,2,1,3,1,5,14,
yes,0,Q4340863,Yasuhiko Oyama,大山泰彦,1942,,,kyokushin,2,1,0,2,2,5,13,
,2,Q4731883,Allen Steen,,1940,2025,,korean,2,2,0,3,1,1,8,
,2,Q6753487,Manzo Iwata,岩田万蔵,1924,1993,,japanese,2,2,0,2,1,3,22,
,2,Q6810356,Meitatsu Yagi,八木明達,1944,,,naha-te,2,2,0,4,1,1,5,Hanshi 10th dan — Okinawa Karate News register (2018)
,2,Q7350475,Robert Trias,,1923,1989,,shuri-te,2,2,0,7,1,2,10,
,2,Q7446692,Seigo Tada,多田正剛,1922,1997,,naha-te,2,2,0,7,1,1,9,
,2,Q912181,Nicholas Pettas,,1973,,,kyokushin,2,2,0,3,1,1,9,
,2,R0056,Takashi Miyagi,宮城敬,1919,2008,,naha-te,2,2,0,3,1,1,9,
yes,0,R0110,Edward M. Takae,,1926,2010,,shuri-te,2,1,0,1,2,1,7,
yes,0,R0233,Im Ho,,,,,korean,2,1,0,1,2,0,0,
yes,0,W0019,Marukawa Kenji,,,,,shuri-te,2,1,0,2,2,1,9,
yes,0,A0005,William J. Dometrich,,1935,2012,,japanese,1,1,0,5,1,1,10,
yes,0,A0006,Frank Ruiz,,1934,1995,,naha-te,1,1,0,5,1,1,3,
yes,0,A0015,Kazuo Terauchi,,,,,naha-te,1,1,0,2,1,1,9,
yes,0,A0023,Hiroyasu Fujishima,,1941,,,japanese,1,1,0,4,1,1,5,
yes,0,A0025,Tsuken Shosoku Oyakata,,,,,kobudo,1,1,0,0,1,0,0,
yes,0,A0028,Chosei Motobu,本部朝正,1925,,,shuri-te,1,1,0,2,1,4,10,
yes,0,A0032,Yasuhiro Uema,上間康弘,1945,2025,,shuri-te,1,1,0,2,1,1,2,
yes,0,A0055,Yoshitaka Taira,平良慶孝,1943,,,shuri-te,1,1,0,1,1,2,6,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,A0057,James Wax,,,,,shuri-te,1,1,0,1,1,1,6,
yes,0,A0060,Terry Maccarrone,,,,,shuri-te,1,1,0,2,1,1,8,
yes,0,A0061,Joseph Carbonara,,,,,shuri-te,1,1,0,1,1,2,5,
yes,0,A0066,Yuichi Kuda,,1928,1999,,shuri-te,1,1,0,3,1,2,9,
yes,0,A0068,Isao Kise,喜瀬功,1957,2025,,shuri-te,1,1,0,2,1,1,3,
yes,0,A0069,Seizan Kinjo,,,,,shuri-te,1,1,0,2,1,2,8,
yes,0,A0086,Seiko Suzuki,,1936,,,japanese,1,1,1,2,1,1,2,
yes,0,A0098,Masafumi Shiomitsu,,1940,,,japanese,1,1,0,1,1,2,12,
yes,0,A0113,Seifuku Nitta,,1942,2012,,shuri-te,1,1,0,2,1,3,9,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,A0114,Ulf Karlsson,,,,,shuri-te,1,1,0,2,1,1,3,
yes,0,A0128,Kiichi Nakamoto,仲本喜一,,,,naha-te,1,1,1,2,1,2,2,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,A0150,Son Duk-sung (Duk Sung Son),손덕성 (孫德成),1922,2011,,korean,1,1,0,4,1,2,8,
yes,0,A0156,Uhm Woon-kyu,엄운규,1929,2017,,korean,1,1,0,4,1,2,8,
yes,0,A0160,Michael Gneck,,,,,shuri-te,1,1,0,1,1,0,0,
yes,0,A0161,Herbert Peters,,1931,2022,,shuri-te,1,1,0,1,1,0,0,
yes,0,A0168,Eizo Onishi,,,,,japanese,1,1,0,1,1,2,13,
yes,0,A0169,Yasuhiro Chitose,,,,,japanese,1,1,0,1,1,1,10,
yes,0,A0174,Park Chul-hee,박철희,1933,2016,,korean,1,1,1,3,1,1,5,
yes,0,A0175,Hong Jong-pyo,홍정표,,,,korean,1,1,1,3,1,1,5,
yes,0,A0177,Lee Nam-suk,이남석,1925,2000,,korean,1,1,1,3,1,1,5,
yes,0,A0198,Akira Shiomi,,,,,naha-te,1,1,0,5,1,0,0,
yes,0,A0200,Fizuli Musayev,Füzuli Musayev,1962,,,other,1,1,0,0,1,2,2,
yes,0,A0202,Jesus del Moral,,,,,other,1,1,0,1,1,1,2,
yes,0,A0212,Iken Tokashiki,渡嘉敷唯賢,1938,,,naha-te,1,1,1,2,1,3,7,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,A0216,Shuji Tasaki,田崎修司,1933,2011,,naha-te,1,1,0,2,1,1,7,
yes,0,A0230,Adriano Emperado,,1926,2009,,kenpo,1,1,1,1,1,1,5,
yes,0,A0231,Larry Tatum,,,,,kenpo,1,1,0,6,1,0,0,
yes,0,A0232,Al Tracy,,,,,kenpo,1,1,0,3,1,0,0,
yes,0,A0235,Kisshomaru Ueshiba,植芝吉祥丸,1921,1999,,other,1,1,0,1,1,1,8,
yes,0,B0022,One-Eyed Toguchi,,,,,tomari-te,1,1,0,0,1,0,0,
yes,0,B0025,Ten Senshi,,,,,other,1,1,0,0,1,0,0,
yes,0,C00016,Chinsaku Kinjo,,,,,other,1,1,0,0,1,0,0,
yes,0,C00117,Kanmei Uechi,上地完明,1941,2015,,uechi-ryu,1,1,0,1,1,1,4,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,C00173,Kama Higa,,,,,other,1,1,0,0,1,1,5,
yes,0,C00174,Kamesuke Higaonna,東恩納亀助,1905,1968,,other,1,1,0,0,1,1,9,
yes,0,C00176,Kanbun Izumigawa,泉川寛文,1942,1982,,naha-te,1,1,0,2,1,3,12,
yes,0,C00178,Konin Oyadomari,,,,,other,1,1,0,0,1,1,5,
yes,0,C00187,Kotsu Oyadomari,,,,,other,1,1,0,0,1,1,5,
yes,0,C00201,Masahiro Nakamoto,仲本政博,1938,,,kobudo,1,1,0,3,1,5,16,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,C00211,Katsuhiko Minowa,蓑輪勝彦,,2003,,uechi-ryu,1,1,0,2,1,3,9,
yes,0,C00213,Katsumori Kochi,,,,,other,1,1,0,1,1,0,0,
yes,0,C00246,Kenzo Mabuni,摩文仁賢三,1927,2005,,japanese,1,1,0,1,1,1,9,
yes,0,C00260,Saburo Tokashiki,,1877,1967,,other,1,1,0,2,1,1,3,
yes,0,C00506,Shigeru Kojo,湖城繁,1934,,,te,1,1,0,1,1,1,2,
yes,0,C00508,Shinbi Kaneshima,,1868,1921,,shuri-te,1,1,0,1,1,1,2,
yes,0,C00546,Shusei Maeshiro,真栄城守成,,,,other,1,1,1,2,1,2,9,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,C00574,Taketo Nakamura,中村丈人,1934,,,shuri-te,1,1,0,1,1,1,4,
yes,0,C00606,Tomei Tsuha,,,,,other,1,1,0,0,1,2,5,
yes,0,C00634,Tung Chin,,,,,other,1,1,0,0,1,4,2,
yes,0,C00659,Yoshio Hichiya,,,,,naha-te,1,1,1,1,1,2,7,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,J0008,Takeshi Miyagi,宮城驍,1935,,,shuri-te,1,1,1,2,1,2,9,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,J0036,Kōtarō Iha,伊波光太郎,1939,,,kobudo,1,1,0,1,1,5,15,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,J0045,Yoshimasa Matsuda,松田芳正,,,,shuri-te,1,1,0,1,1,1,6,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,J0060,Toshikazu Sakamoto,坂本俊一,,,,japanese,1,1,0,3,1,0,0,
yes,0,J0115,Masatomo Nakamura,中村政友,,,,kobudo,1,1,1,2,1,0,0,
yes,0,J0116,Takeshi Oishi,大石武士,1941,,,japanese,1,1,0,0,1,1,7,
yes,0,J0117,Jotaro Takagi,髙木丈太郎,1927,2016,,japanese,1,1,0,1,1,2,5,
yes,0,J0126,Sadao Ayase,綾瀬貞男,,,,shuri-te,1,1,1,1,1,1,3,
yes,0,J0131,Hisahiro Uno,卯野久博,,,,japanese,1,1,0,2,1,2,10,
yes,0,J0165,Lee Seung-wan,이승완,,,,korean,1,1,0,1,1,1,4,
yes,0,J0168,Hong Chong-soo,홍종수,,,,korean,1,1,0,1,1,1,3,
yes,0,J0173,Lee Haeng-ung,,1936,2000,,korean,1,1,0,1,1,0,0,
yes,0,J0180,Song Deok-gi,,1893,1987,,other,1,1,0,1,1,1,1,
yes,0,J0183,Ademir da Costa,アデミール・ダ・コスタ,1961,,,kyokushin,1,1,0,1,1,2,11,
yes,0,N0027,Shinjō Gima,儀間真常; Chinese name 麻平衡 Má Pínghéng,1557,1644,,other,1,1,0,0,1,1,9,
yes,0,N0107,Seikun Ishikawa,,,,,other,1,1,0,0,1,0,0,
yes,0,N0153,Musashi Miyamoto,,,,,other,1,1,0,0,1,0,0,
yes,0,N0172,Su Yinghan,,,,,other,1,1,1,0,1,0,0,
yes,0,Q106695378,Sosui Ichikawa,市川素水,1924,2005,,naha-te,1,1,1,1,1,1,8,
yes,0,Q11449231,Kenji Ushiro,宇城憲治,1949,,,te,1,1,1,3,1,0,0,
yes,0,Q11557545,Noriyasu Hamai,浜井識安,1954,2023,,kyokushin,1,1,1,3,1,1,9,
yes,0,Q1584213,Masayuki Hisataka,久高正之,1940,,,shuri-te,1,1,0,1,1,2,9,
yes,0,Q15987278,Seikichi Odo,,1926,2002,,kenpo,1,1,0,2,1,6,14,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,Q15987727,Moses Powell,,1941,2005,,shuri-te,1,1,0,5,1,0,0,
yes,0,Q1739011,Kenshiro Abbe,阿部謙四郎,1915,1985,,japanese,1,1,0,1,1,0,0,
yes,0,Q18230165,George E. Mattson,,1937,,,te,1,1,0,2,1,2,5,
yes,0,Q2025214,Tadashi Yamashita,,1942,,,shuri-te,1,1,0,1,1,2,10,
yes,0,Q2149940,Richard Kim,,1917,2001,,te,1,1,0,1,1,2,13,
yes,0,Q2453372,Kyuzo Mifune,三船久蔵,1883,1965,,korean,1,1,0,2,1,1,9,
yes,0,Q3136331,Hironori Otsuka II,大塚博紀（二代目）,1934,2015,,japanese,1,1,0,2,1,1,10,
yes,0,Q3257815,Loek Hollander,,1938,2020,,kyokushin,1,1,0,1,1,1,7,
yes,0,Q3898157,Paul Starling,,1948,,,naha-te,1,1,0,2,1,2,7,
yes,0,Q476441,Seiji Nishimura,西村誠司,1956,,,japanese,1,1,0,1,1,2,12,
yes,0,Q5104212,Chokei Kishaba,喜舎場朝啓,1929,2000,,shuri-te,1,1,0,5,1,4,14,
yes,0,Q527659,Andy Sherry,,1943,,,japanese,1,1,0,1,1,1,5,
yes,0,Q5618841,Gunji Koizumi,小泉軍治,1885,1965,,te,1,1,0,0,1,0,0,
yes,0,Q562024,Steve Arneil,,1934,2021,,kyokushin,1,1,0,1,1,1,9,
yes,0,Q665589,Mikio Yahara,矢原美紀夫,1947,,,japanese,1,1,0,2,1,1,7,
yes,0,Q6782529,Masami Tsuruoka,鶴岡政己,1929,2014,,japanese,1,1,0,1,1,1,10,
yes,0,Q6869269,Minoru Higa,比嘉稔,1941,,,shuri-te,1,1,0,1,1,1,7,Hanshi 10th dan — Okinawa Karate News register (2018)
yes,0,Q7418861,Sannosuke Ueshima,上島三之助,1893,1987,,japanese,1,1,0,1,1,4,15,
yes,0,R0012,Kuniaki Nobukawa,信川邦明,,,,japanese,1,1,0,1,1,1,3,
yes,0,R0024,Masao Tateishi,,,,,japanese,1,1,0,3,1,0,0,
yes,0,R0036,Masataka Mori,,1932,2018,,japanese,1,1,1,1,1,1,7,
yes,0,R0057,Toru Miyagi,宮城徹,1947,,,naha-te,1,1,0,2,1,1,2,
yes,0,R0067,James Rousseau,,,,,naha-te,1,1,0,2,1,1,9,
yes,0,R0083,Yuzuru Oshiro,,,,,naha-te,1,1,0,2,1,0,0,
yes,0,R0111,Tim Rodgers,,,,,shuri-te,1,1,0,1,1,1,1,
yes,0,R0136,Daigo Oishi,大石代悟,1950,,,kyokushin,1,1,1,2,1,3,13,
yes,0,R0144,Yasuto Onishi,大西靖人,1957,,,kyokushin,1,1,1,3,1,1,1,
yes,0,R0179,Hiroji Fukazawa,,1949,2010,,japanese,1,1,0,2,1,2,6,
yes,0,R0186,Hiroyuki Koda,,1944,1997,,japanese,1,1,0,1,1,1,2,
yes,0,R0195,Nobuo Ichikawa,,1941,2019,,japanese,1,1,0,1,1,1,2,
yes,0,R0222,Kim Bong-sik,,,,,korean,1,1,0,2,1,0,0,
yes,0,W0012,Fukuhara Chosei,,,,,other,1,1,0,2,1,0,0,
,0,A0010,Shinyu Gushi,,1939,2012,,uechi-ryu,0,0,0,0,0,4,5,Hanshi 10th dan — Okinawa Karate News register (2018)
,0,A0013,Ken Miyagi,宮城敬,1931,2003,,other,0,0,0,0,0,1,9,
,0,A0014,Tetsuji Nakamura,中村哲二,1965,,,naha-te,0,0,0,0,0,1,9,
,0,A0016,Bakkies Laubscher,,1948,,,naha-te,0,0,0,0,0,1,9,
,0,A0033,Takeshi Uema,上間建,,,,shuri-te,0,0,0,0,0,2,2,
,0,A0034,Oscar Higa,,1945,,,shuri-te,0,0,0,0,0,2,7,
,0,A0035,Benito Higa,,,,,shuri-te,0,0,0,0,0,1,1,
,0,A0036,Doug Perry,,1937,,,shuri-te,0,0,0,0,0,1,6,
,0,A0037,Noel Smith,,,,,shuri-te,0,0,0,0,0,1,6,
,0,A0038,Eddie Bethea,,,,,shuri-te,0,0,0,0,0,1,6,
,0,A0039,Kazumasa Yokoyama,横山和正,,,,shuri-te,0,0,0,0,0,1,6,
,0,A0040,Pat Nakata,,,2013,,shuri-te,0,0,0,0,0,1,9,
,0,A0041,Yoshihide Shinzato,新里良英,1927,2008,,shuri-te,0,0,0,0,0,3,11,Hanshi 10th dan — Okinawa Karate News register (2018)
,0,A0042,Zenshun Shimabukuro,島袋善俊,,,,shuri-te,0,0,0,0,0,1,2,
,0,A0043,Zenji Shimabukuro,,,,,shuri-te,0,0,0,0,0,2,7,
,0,A0044,Dan Smith,,,,,shuri-te,0,0,0,0,0,1,2,
,0,A0045,Walter Dailey,,,,,shuri-te,0,0,0,0,0,2,7,
,0,A0047,Iwao Tamotsu,保巖,1948,2016,,shuri-te,0,0,0,0,0,1,1,
,0,A0048,Yuzo Tamotsu,保勇三,1957,,,shuri-te,0,0,0,0,0,1,1,
,0,A0049,Hitoshi Oyakawa,親川仁志,,,,shuri-te,0,0,0,0,0,1,2,
,0,A0050,Eiko Shimabukuro,,,,,shuri-te,0,0,0,0,0,1,2,
,0,A0051,Bill Hayes,,,,,shuri-te,0,0,0,0,0,1,2,
,0,A0052,Matt Larsen,,,,,shuri-te,0,0,0,0,0,1,2,
,0,A0056,Toshimitsu Arakaki,新垣敏光,,,,shuri-te,0,0,0,0,0,1,6,Hanshi 10th dan — Okinawa Karate News register (2018)
,0,A0058,Frank Grant,,1933,2019,,shuri-te,0,0,0,0,0,3,11,
,0,A0059,Robert Scaglione,,1938,,,shuri-te,0,0,0,0,0,2,8,
,0,A0062,Jerry Figgiani,,,,,shuri-te,0,0,0,0,0,2,5,
,0,A0064,Eihachi Ota,,1945,,,shuri-te,0,0,0,0,0,2,6,Hanshi 10th dan — Okinawa Karate News register (2018)
,0,A0065,Takaya Yabiku,,,,,shuri-te,0,0,0,0,0,1,7,
,0,A0067,Tomosada Kuda,,1950,,,shuri-te,0,0,0,0,0,2,9,
,0,A0070,Ronald Lindsey,,1945,2023,,shuri-te,0,0,0,0,0,3,8,
,0,A0071,James Coffman,,1943,,,shuri-te,0,0,0,0,0,2,8,
,0,A0073,Giuseppe Meloni,,,,,shuri-te,0,0,0,0,0,1,7,
,0,A0074,Ricky Rose,,,,,shuri-te,0,0,0,0,0,2,8,
,0,A0075,Theodore Lange,,,,,shuri-te,0,0,0,0,0,2,8,
,0,A0076,Steve Watson,,,,,shuri-te,0,0,0,0,0,1,7,
,0,A0077,Richard Boyden,,,,,shuri-te,0,0,0,0,0,1,7,
,0,A0080,Haruyoshi Yamada,,,,,japanese,0,0,0,0,0,1,3,
,0,A0081,Eddie Daniels,,,,,japanese,0,0,0,0,0,1,3,
,0,A0082,Bill Bressaw,,,,,japanese,0,0,0,0,0,1,3,
,0,A0083,Chris Thompson,,,,,japanese,0,0,0,0,0,1,3,
,0,A0084,Lionel Marinus,,,,,japanese,0,0,0,0,0,1,3,
,0,A0085,Sadaaki Sakagami,坂上節明,1942,,,japanese,0,0,0,0,0,2,8,
,0,A0087,Kei Tsumura,,,,,japanese,0,0,0,0,0,1,2,
,0,A0088,Akio Minakami,,1948,,,japanese,0,0,0,0,0,2,5,
,0,A0090,Kenyu Mabuni,摩文仁賢雄,1951,,,japanese,0,0,0,0,0,1,7,
,0,A0091,Tsukasa Mabuni,摩文仁司,,,,japanese,0,0,0,0,0,1,2,
,0,A0092,Genzo Iwata,岩田源三,1958,,,japanese,0,0,0,0,0,1,6,
,0,A0093,William H. Price,,,,,japanese,0,0,0,0,0,1,9,
,0,A0094,Kozo Kuniba,国場浩三,,,,japanese,0,0,0,0,0,2,9,
,0,A0095,Kazutaka Otsuka (Hironori Otsuka III),大塚博紀（三代）,1965,,,japanese,0,0,0,0,0,1,5,
