node_id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,connected,generation,legendary,added_by_research,wikipedia_url
A0205,Azad Kazimov,Azad Kazımov,,,,,,karate-generic|judo,judo,yes,0,,yes,https://ru.wikipedia.org/wiki/Карате_в_Азербайджане
A0206,Mir-Ali Seyidov,Mirəli Seyidov,,1956,2026,,,karate-generic,karate-generic,yes,0,,yes,"https://ru.wikipedia.org/wiki/Сейидов,_Мирали_Мирджалал_оглы"
A0207,Chohei Motobu,本部王子朝平,Motobu Chohei,1655,1687,,,motobu-udundi,motobu-udundi,yes,0,,yes,https://ja.wikipedia.org/wiki/本部御殿
A0208,Chokan Motobu,本部按司朝完,Motobu Chokan,,,,,motobu-udundi,motobu-udundi,yes,1,,yes,https://ja.wikipedia.org/wiki/本部御殿
A0209,Chochi Motobu,本部按司朝智,Motobu Chochi,,,,,motobu-udundi,motobu-udundi,yes,2,,yes,https://ja.wikipedia.org/wiki/本部御殿
A0210,Choryu Motobu,本部王子朝隆,Motobu Choryu,,,,,motobu-udundi,motobu-udundi,yes,3,,yes,https://ja.wikipedia.org/wiki/本部御殿
A0211,Seiken Shukumine,祝嶺正献,,1925,2001,,,genseiryu|taido|shuri-te,genseiryu,yes,6,,yes,https://en.wikipedia.org/wiki/Seiken_Shukumine
A0212,Iken Tokashiki,渡嘉敷唯賢,Tokashiki Iken,1938,,,,gohakukai|tomari-te|goju-ryu|karate-generic,gohakukai,yes,11,,yes,
A0213,Sokishi Shinzato,,,,,,,shorin-ryu,shorin-ryu,yes,0,,yes,
A0214,Yoshimatsu Akamine,赤嶺嘉松,,1943,,,,matsumura-seito,matsumura-seito,yes,7,,yes,
A0215,Shigeru Ishino,,,,,,,shorinjiryu-kenkokan|shorinjiryu-kenyukai,shorinjiryu-kenkokan,yes,9,,yes,
A0216,Shuji Tasaki,田崎修司,,1933,2011,,,goju-ryu|goju-kai|seiwakai,goju-ryu,yes,10,,yes,
A0217,So Nei Chu,曹寧柱,,1908,,,,goju-ryu|goju-kai,goju-ryu,yes,10,,yes,
A0218,Takeo Maruta,丸田武雄,,,,,,goju-ryu,goju-ryu,yes,0,,yes,
A0219,Chomo Motobu,本部朝茂,Motobu Chomo,1890,1945,,,motobu-udundi,motobu-udundi,yes,12,,yes,https://ja.wikipedia.org/wiki/本部朝勇
A0220,Naoki Motobu,本部朝行,Motobu Naoki,,,,,motobu-ryu|motobu-udundi,motobu-ryu,yes,14,,yes,
A0221,Uhugushiku,,,,,,,okinawan-kobudo|ryu-te,okinawan-kobudo,yes,0,,yes,https://en.wikipedia.org/wiki/Ry%C5%AB-te
A0222,Wakinaguri,,,,,,,kenpo,kenpo,yes,0,,yes,https://en.wikipedia.org/wiki/Ry%C5%AB-te
A0223,Sherman Harrill,,,1941,2002,,,isshin-ryu,isshin-ryu,yes,13,,yes,
A0224,Takeshi Shimoda,下田武,,,,,,shotokan,shotokan,yes,11,,yes,
A0225,Kiyoshi Yamazaki,,,1940,2023,,,shindo-jinen-ryu|shito-ryu|japanese-karate-generic,shindo-jinen-ryu,yes,13,,yes,https://en.wikipedia.org/wiki/Kiyoshi_Yamazaki
A0226,Mie Nakayama,中山三枝,,,,,,hayashi-ha-shito-ryu|shito-ryu,hayashi-ha-shito-ryu,yes,15,,yes,
A0227,Isao Ichikawa,,,1935,1996,,,shudokan|doshinkan,shudokan,yes,11,,yes,
A0228,So Nei-chu,曺寧柱,,1908,1996,,,goju-ryu|goju-kai,goju-ryu,yes,0,,yes,
A0229,Yang Kuk-jin,양국진,,,,,,chinese-martial-arts,chinese-martial-arts,yes,0,,yes,
A0230,Adriano Emperado,,,1926,2009,,,kenpo|kajukenbo|kara-ho-kempo,kenpo,yes,2,,yes,https://en.wikipedia.org/wiki/Adriano_Directo_Emperado
A0231,Larry Tatum,,,,,,,american-kenpo,american-kenpo,yes,0,,yes,
A0232,Al Tracy,,,,,,,kenpo|tracy-kenpo,kenpo,yes,0,,yes,
A0233,Sokaku Takeda,武田惣角,,1859,1943,,,daito-ryu,daito-ryu,yes,0,,yes,https://en.wikipedia.org/wiki/Sokaku_Takeda
A0234,Tsunetoshi Iikubo,飯久保恒年,,1835,1889,,,kito-ryu,kito-ryu,yes,0,,yes,
A0235,Kisshomaru Ueshiba,植芝吉祥丸,,1921,1999,,,aikido,aikido,yes,2,,yes,https://en.wikipedia.org/wiki/Kisshomaru_Ueshiba
A0236,Ishimine Pechin,石嶺親雲上,,1812,1892,,Shuri,shuri-te|ishimine-ryu,shuri-te,yes,5,,yes,
B0001,Ko Uehara,,,,,,,goju-ryu|jundokan,goju-ryu,yes,10,,yes,
B0002,Nobuhide Asato,,,,,,,uechi-ryu,uechi-ryu,yes,13,,yes,
B0003,Eiji Kinjo,,,1899,1995,,,,,,,,yes,
B0004,Ch'en Yu-an,,,,,,,,,yes,0,,yes,
B0005,Akihiko Suzuki,,,,,,,goju-ryu|jundokan,goju-ryu,yes,10,,yes,
B0006,Hideki Kojo,,,,,,,kojo-ryu,kojo-ryu,,,,yes,
B0007,Jesus Martinez,,,,,,,shorin-ryu-shorinkan|shorin-ryu,shorin-ryu-shorinkan,yes,14,,yes,
B0008,Ryotaro Kanai,,,,,,,,,,,,yes,
B0009,Eiki Kaneji,,,,,,,,,,,,yes,
B0010,Keihan Ono,,,,,,,karate-generic,karate-generic,,,,yes,
B0011,Kanei Uechi (Shito-ryu),,,1904,1993,,,shito-ryu,shito-ryu,yes,10,,yes,
B0012,Shiroma (Gusukuma) of Tomari,,,,,,,tomari-te,tomari-te,yes,1,,yes,
B0013,Bushi Kunishi,,,,,,,,,,,,yes,
B0014,Jerry Gold,,,,,,,karate-generic,karate-generic,,,,yes,
B0015,Heisaburo Nakamura,,,1894,1975,,,honshin-ryu,honshin-ryu,yes,3,,yes,
B0016,Kencho Miyagi,,,,,,,,,,,,yes,
B0017,Shingo Hayashi,,,,,,,kojo-ryu,kojo-ryu,yes,8,,yes,
B0018,Yamada (of Tomari),,,,,,,tomari-te,tomari-te,,,,yes,
B0019,Masao Kobayashi,,,,,,,matsubayashi-ryu,matsubayashi-ryu,yes,13,,yes,
B0020,Takao Miyagi,,,,,,,motobu-ryu,motobu-ryu,yes,12,,yes,
B0021,Arakaki no TANMEI,,,,,,,,,,,,yes,
B0022,One-Eyed Toguchi,,,,,,,tomari-te,tomari-te,yes,0,,yes,
B0023,Ho Feng,,,,,,,fujian-white-crane,fujian-white-crane,yes,0,,yes,
B0024,David Scot,,,,,,,uechi-ryu,uechi-ryu,yes,7,,yes,
B0025,Ten Senshi,,,,,,,,,yes,0,,yes,
B0026,Kenwa Kanna,,,,,,,,,,,,yes,
B0027,Masanori Ishikawa,,,,,,,matsubayashi-ryu,matsubayashi-ryu,yes,13,,yes,
B0028,Kanzo Nakandakari,,,,,,,,,yes,0,,yes,
B0029,Hiroshi Shima,,,,,,,,,yes,15,,yes,
B0030,Soeishi,,,1772,1825,,,,,yes,0,,yes,
B0031,Shingo Araki,,,,,,,,,yes,0,,yes,
C00001,Homei Kojo (Akahige),湖城鳳鳴,Kojo Homei (nicknamed Akahige),1861,1919,,,karate-generic|kojo-ryu,kojo-ryu,yes,4,,,
C00002,Akio Kinjo,金城昭夫,Kinjo Akio,1936,,,,karate-generic,karate-generic,yes,10,,,
C00003,Anbun Tokuda,徳田安文,,1886,1945,,,karate-generic,karate-generic,yes,7,,,
C00005,Ankichi Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00006,Ankichi Nakamura,,,,,,,karate-generic,karate-generic,yes,13,,,
C00007,Bob Hurten,,,,,,,karate-generic,karate-generic,yes,14,,,
C00009,Bunei Okuhira,,,,,,,karate-generic,karate-generic,,,,,
C00010,Bunsaku Yosekawa,,,,,,,karate-generic,karate-generic,yes,14,,,
C00012,Bus Martin,,,,,,,karate-generic,karate-generic,yes,14,,,
C00013,Chihan Yohena,,,,,,,karate-generic,karate-generic,yes,10,,,
C00015,Chiko Yohena,,,,,,,karate-generic,karate-generic,yes,15,,,
C00016,Chinsaku Kinjo,,,,,,,karate-generic,karate-generic,yes,0,,,
C00017,Chobi Kishaba,,,,,,,karate-generic,karate-generic,,,,,
C00018,Choboku Takamine,高嶺朝睦,,1908,,,,karate-generic,karate-generic,yes,10,,,
C00020,Chokyu Motobu,本部朝救,Motobu Chōkyū,1741,1814,,,karate-generic,karate-generic,yes,5,,,
C00021,Chomei Motobu,本部朝明,Motobu Chōmei,1885,1956,,,karate-generic,karate-generic,yes,0,,,
C00024,Chojin Kuba,久場長仁,,1904,1989,,,karate-generic,karate-generic,yes,7,,,
C00025,Chojo Oshiro,大城朝恕,,1887,1935,,,karate-generic,karate-generic,yes,6,,,
C00026,Choken Makabe,真壁朝顕,,1769,1823,,,karate-generic,karate-generic,yes,4,,,
C00028,Choko Motobu,本部朝恒,Motobu Chōkō,,,,,karate-generic,karate-generic,yes,4,,,
C00031,Shiji Mizokami,,,,,,,karate-generic,karate-generic,yes,10,,,
C00032,Eikichi Fukumoto,,,,,,,karate-generic,karate-generic,yes,10,,,
C00034,Eizo Shimabukuro,島袋永三,,1925,2017,,,karate-generic|shobayashi-shorin-ryu,shobayashi-shorin-ryu,yes,13,,,
C00035,Eisuke Akamine,赤嶺栄亮,,1925,1999,,,karate-generic|ryukyu-kobudo-akamine|ryukyu-kobudo,ryukyu-kobudo-akamine,yes,12,,,
C00036,Emory Turner,,,,,,,karate-generic,karate-generic,yes,14,,,
C00037,Chomo Motobu,本部朝茂,,,1945,,,karate-generic,karate-generic,yes,12,,,
C00038,Choshin Ahagon,,,,,,,karate-generic,karate-generic,yes,14,,,
C00039,Frank Hargrove,,Franklin D.R. Hargrove,,,,,karate-generic,karate-generic,yes,14,,,
C00040,Fumio Nagaishi,,,,,,,karate-generic,karate-generic,yes,13,,,
C00041,Fumio Nakama,,,,,,,karate-generic,karate-generic,yes,16,,,
C00042,Chosho Motobu,本部朝章,Motobu Chōshō,,,,,karate-generic,karate-generic,yes,8,,,
C00044,Choyu Kiyuna,喜友名朝有,,,,,,karate-generic,karate-generic,yes,10,,,
C00045,Genkai Nakaima,仲井真元楷,,1908,1984,,,karate-generic,karate-generic,yes,9,,,
C00047,Minoru Yamada,,,,,,,karate-generic,karate-generic,yes,10,,,
C00055,Ernest Estrada,,,,,,,karate-generic,karate-generic,yes,14,,,
C00057,Franco Sanguinetti,,,,,,,karate-generic,karate-generic,yes,14,,,
C00064,Seiryo Shinjo,新城清良,,1908,1976,,,karate-generic|uechi-ryu,uechi-ryu,yes,6,,,
C00066,Fusei Kise,喜瀬富盛,Fusei Kise,1935,,,,karate-generic|kenshinkan|matsumura-seito,kenshinkan,yes,13,,,
C00068,Gamini Soysa,,Gamini Soysa,,,,,karate-generic,karate-generic,yes,14,,,
C00069,Geiji Morisono,,,,,,,karate-generic,karate-generic,yes,14,,,
C00072,Genwa Nakasone,仲宗根源和,Nakasone Genwa,1895,1978,,,karate-generic,karate-generic,yes,11,,,
C00074,Hiroshi Oshiro,,,,,,,karate-generic,karate-generic,yes,13,,,
C00075,Kenchu Nakaima,仲井間憲忠,,1856,1953,,,karate-generic,karate-generic,yes,3,,,
C00076,Sugaya Ueshima,上島菅,,,,,,karate-generic,karate-generic,yes,0,,,
C00077,Hiroshi Shinya,,,,,,,karate-generic,karate-generic,yes,14,,,
C00078,Hiroshi Sugihara,,,,,,,karate-generic,karate-generic,yes,7,,,
C00079,Hirotaka Arashiro,,,,,,,karate-generic,karate-generic,yes,13,,,
C00080,Hiroyuki Shinkai,,,,,,,karate-generic,karate-generic,yes,13,,,
C00081,Hisao Aizawa,,,,,,,karate-generic,karate-generic,yes,10,,,
C00083,Gisei Maeda,,,,,,,karate-generic,karate-generic,yes,7,,,
C00084,Gokenki,呉賢貴,Go Kenki (Wu Xianhui),1886,1940,,,karate-generic,karate-generic,yes,0,,,
C00085,Gosei Yamaguchi,,,1935,,,,karate-generic|goju-kai-usa,goju-kai-usa,yes,10,,,
C00086,Goshi Yamaguchi,山口剛史,,1942,,,,karate-generic|goju-kai|ikga,goju-kai,yes,10,,,
C00087,Gushikawa no Tiragwa,,,,,,,karate-generic,karate-generic,yes,0,,,
C00089,Isao Oshiro,,,,,,,karate-generic,karate-generic,yes,14,,,
C00092,Harumi Takami,,,,,,,karate-generic,karate-generic,yes,13,,,
C00093,Haruo Tamaki,,,,,,,karate-generic,karate-generic,yes,13,,,
C00094,Jiro Shiroma,,,,,,,karate-generic,karate-generic,yes,14,,,
C00095,Jiro Uehara,,,,,,,karate-generic,karate-generic,yes,7,,,
C00097,Hideo Nakazato,,,,,,,karate-generic,karate-generic,yes,7,,,
C00098,Joen Nakazato,仲里常延,,1922,2010,,,karate-generic|shorinji-ryu,shorinji-ryu,yes,8,,,
C00099,Jokei Kushi,,,,,,,karate-generic,karate-generic,yes,13,,,
C00100,Joji Tokuhiga,,,,,,,karate-generic,karate-generic,yes,13,,,
C00101,Juei Tamaki,,,1905,1997,,,karate-generic,karate-generic,yes,10,,,
C00102,Junjiro Nishime,,,,,,,karate-generic,karate-generic,,,,,
C00103,Jushin Kohama,,,,,,,karate-generic,karate-generic,yes,7,,,
C00104,Jushin Toma,,,,,,,karate-generic,karate-generic,yes,16,,,
C00105,Kaoru Kinjo,,,,,,,karate-generic,karate-generic,yes,13,,,
C00106,Kaoru Kojo,,,,,,,karate-generic,karate-generic,,,,,
C00107,Kafu Kojo,湖城嘉富,,1909,1996,,,karate-generic|kojo-ryu,kojo-ryu,yes,7,,,
C00108,Kaho Kojo,湖城嘉宝,,1849,1925,,,karate-generic|kojo-ryu,kojo-ryu,yes,4,,,
C00111,Kanaa Kanagusuku,,,,,,,karate-generic,karate-generic,,,,,
C00112,Hiroshi Ishihara,,,,,,,karate-generic,karate-generic,yes,0,,,
C00113,Hiroshi Miyagi,,,,,,,karate-generic,karate-generic,yes,14,,,
C00114,Hiroshi Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00117,Kanmei Uechi,上地完明,,1941,2015,,,karate-generic|uechi-ryu|uechi-ryu-karate-do-kyokai,uechi-ryu,yes,7,,,
C00118,Sakuhei Yoshida,,,,,,,karate-generic,karate-generic,,,,,
C00119,Toju Kosho,,,,,,,karate-generic,karate-generic,,,,,
C00129,Horoku Ishikawa,,,,,,,karate-generic,karate-generic,yes,9,,,
C00130,Hoshu Taira,,,,,,,karate-generic,karate-generic,yes,10,,,
C00131,Hsiao Yao,,,,,,,karate-generic,karate-generic,yes,0,,,
C00133,Kayei Akamine,,,,,,,karate-generic,karate-generic,yes,7,,,
C00135,Ichiro Shirasaka,,,,,,,karate-generic,karate-generic,yes,13,,,
C00136,Iko Oshiro,,,,,,,karate-generic,karate-generic,yes,16,,,
C00137,Iko Yonamine,,,,,,,karate-generic,karate-generic,yes,10,,,
C00139,Isamu Uehara,,,,,,,karate-generic,karate-generic,yes,8,,,
C00141,Isei Kojo,湖城以正,Kojo Isei,1832,1891,,,karate-generic|kojo-ryu,kojo-ryu,yes,3,,,
C00142,Isoroku Katagiri,,,,,,,karate-generic,karate-generic,yes,13,,,
C00145,Iwah,,,,,,,karate-generic,karate-generic,yes,0,,,
C00146,Jack Mark,,,,,,,karate-generic,karate-generic,yes,14,,,
C00147,Kentoku Kaneshiro,,,,,,,karate-generic,karate-generic,yes,12,,,
C00148,Jinan Shinzato,新里仁安,Shinzato Jin'an,1901,1945,,,karate-generic|goju-ryu|naha-te,goju-ryu,yes,9,,,
C00150,Jinsei Kamiya,神谷仁清,,1894,1964,,,karate-generic,karate-generic,yes,9,,,
C00151,Jinshi Oyakawa,,,,,,,karate-generic,karate-generic,yes,9,,,
C00152,Jintatsu Higa,,,,,,,karate-generic,karate-generic,yes,16,,,
C00153,Jiro Kojo,,,,,,,karate-generic,karate-generic,,,,,
C00156,Moshigwa Ire,,,,,,,karate-generic,karate-generic,yes,0,,,
C00159,John Sells,,,,,,,karate-generic,karate-generic,yes,16,,,
C00162,Jubin Senaha,,,,,,,karate-generic,karate-generic,yes,10,,,
C00165,Koei Iha,,,,,,,karate-generic,karate-generic,yes,13,,,
C00173,Kama Higa,,,,,,,karate-generic,karate-generic,yes,6,,,
C00174,Kamesuke Higaonna,東恩納亀助,,1905,1968,,,karate-generic,karate-generic,yes,12,,,
C00176,Kanbun Izumigawa,泉川寛文,Izumikawa Kanbun,1942,1982,,,karate-generic|senbukan|goju-ryu,senbukan,yes,11,,,
C00178,Konin Oyadomari,,,,,,,karate-generic,karate-generic,yes,2,,,
C00179,Koragwa Tsuken,,,,,,,karate-generic,karate-generic,,,,,
C00182,Kosuke Chinen,,,,,,,karate-generic,karate-generic,yes,9,,,
C00183,Kosuke Henna,,,,,,,karate-generic,karate-generic,yes,7,,,
C00187,Kotsu Oyadomari,,,,,,,karate-generic,karate-generic,yes,2,,,
C00188,Kunio Furugen,,,,,,,karate-generic,karate-generic,yes,15,,,
C00189,Kunio Higa,,,,,,,karate-generic,karate-generic,yes,13,,,
C00190,Kunio Sunagawa,,,,,,,karate-generic,karate-generic,,,,,
C00191,Kunihiro Kato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00192,Kyuyu Kinjo,,,,,,,karate-generic,karate-generic,yes,13,,,
C00193,Lee Bates,,,,,,,karate-generic,karate-generic,yes,14,,,
C00194,Lu Ta-ting,,,,,,,karate-generic,karate-generic,yes,0,,,
C00195,Maeda Pechin,真栄田親雲上,,,,,,karate-generic,karate-generic,yes,6,,,
C00196,Makabe UDUN,真壁ウドゥン,Makabe Choken,,,,,karate-generic,karate-generic,yes,0,,,
C00197,Kansei Uechi,,,,,,,karate-generic|uechi-ryu,uechi-ryu,yes,7,,,
C00198,Kantoku Uechi,上地完得,,,,,,karate-generic,karate-generic,yes,0,,,
C00200,Mario Topolsek,Mario Topolšek,,1942,2021,,,karate-generic,karate-generic,yes,14,,,
C00201,Masahiro Nakamoto,仲本政博,,1938,,,,karate-generic|bunbukan,bunbukan,yes,13,,,
C00202,Kanyu Higaonna,東恩納寛裕,Higaonna Kanyu,1849,1922,,,karate-generic,karate-generic,yes,0,,,
C00206,Karyu Uku,宇久嘉隆,Uku Karyu,1800,1850,,,karate-generic,karate-generic,yes,0,,,
C00207,Kasei Shimabuku,,,,,,,karate-generic,karate-generic,yes,13,,,
C00208,Kata Yamashiro,,,,,,,karate-generic,karate-generic,yes,7,,,
C00209,Katsuhide Kochi,,,,,,,karate-generic|chubu-shorin-ryu,chubu-shorin-ryu,yes,9,,,
C00210,Katsuhide Shimabuku,,,,,,,karate-generic,karate-generic,yes,16,,,
C00211,Katsuhiko Minowa,蓑輪勝彦,,,2003,,,karate-generic|uechi-ryu|ryukyu-kobudo,uechi-ryu,yes,13,,,
C00212,Katsumi Murakami,村上勝美,,,,,,karate-generic|toon-ryu,toon-ryu,yes,14,,,
C00213,Katsumori Kochi,,,,,,,karate-generic,karate-generic,yes,0,,,
C00214,Katsuyoshi Kanei,兼井克義,,,,,,karate-generic,karate-generic,yes,13,,,
C00216,Kazuhide Shingaki,,,,,,,karate-generic,karate-generic,yes,7,,,
C00217,Kazuo Kishimoto,,,,,,,karate-generic,karate-generic,yes,7,,,
C00218,Kazuo Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00219,Kazuo Tabata,,,,,,,karate-generic,karate-generic,yes,13,,,
C00220,Keiichi Suji,,,,,,,karate-generic,karate-generic,yes,13,,,
C00221,Keikichi Nakamura,,,,1904,,,karate-generic,karate-generic,yes,0,,,
C00222,Keikichi Nakasone,,,,,,,karate-generic,karate-generic,yes,10,,,
C00223,Keisei Okamoto,,,,,,,karate-generic,karate-generic,yes,0,,,
C00225,Kenichi Kanari,,,,,,,karate-generic,karate-generic,yes,10,,,
C00226,Kenichi Kinjo,,,,,,,karate-generic,karate-generic,yes,13,,,
C00227,Kenichi Kochi,,,,,,,karate-generic,karate-generic,,,,,
C00228,Minoru Kinjo,,,,,,,karate-generic,karate-generic,,,,,
C00229,Kenji Nakaima,仲井間憲児,,1934,,,,karate-generic|ryuei-ryu,ryuei-ryu,yes,11,,,
C00230,Kenjiro Chiba,,,,,,,karate-generic,karate-generic,yes,14,,,
C00231,Kenko Chibana,,,,,,,karate-generic,karate-generic,yes,13,,,
C00232,Kenko Nakaima,仲井間憲孝,,1911,1989,,,karate-generic|ryuei-ryu|ryuei-ryu-hozonkai,ryuei-ryu,yes,10,,,
C00233,Kenko Taira,,,,,,,karate-generic,karate-generic,,,,,
C00236,Kensei Kinjo,金城兼盛,,1900,,,,karate-generic,karate-generic,yes,11,,,
C00238,Noboru Amakawa,,,,,,,karate-generic,karate-generic,yes,10,,,
C00239,Noboru Miyagi,,,,,,,karate-generic,karate-generic,yes,7,,,
C00240,Noboru Teruya,,,,,,,karate-generic,karate-generic,yes,13,,,
C00241,Noboru Uchima,,,,,,,karate-generic,karate-generic,yes,7,,,
C00242,Noboyuki Iguchi,,,,,,,karate-generic,karate-generic,yes,14,,,
C00243,Nobuo Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00244,Norisato Nakaima,仲井間憲里,,1819,1879,,,karate-generic,karate-generic,yes,2,,,
C00245,Kenyu Chinen,知念賢祐,,1944,2024,,,karate-generic|matayoshi-kobudo|world-oshukai,matayoshi-kobudo,yes,14,,,
C00246,Kenzo Mabuni,摩文仁賢三,,1927,2005,,,karate-generic|shito-ryu,shito-ryu,yes,10,,,
C00247,Kichiro Shimabuku,島袋吉郎,,1939,,,,karate-generic|isshin-ryu|isshin-ryu-iwka,isshin-ryu,yes,13,,,
C00248,Kim Diginakis,,,,,,,karate-generic,karate-generic,yes,14,,,
C00249,Robert Donnely,,,,,,,karate-generic,karate-generic,yes,7,,,
C00250,Kisuke Higa,,,,,,,karate-generic,karate-generic,yes,6,,,
C00251,Kishin Teruya,照屋規箴,,1804,1864,,,karate-generic,karate-generic,yes,0,,,
C00252,Kitoku Sakiyama,崎山喜徳,,1830,1914,,,karate-generic,karate-generic,yes,1,,,
C00253,Kiyohiko Higa,比嘉清彦,Higa Kiyohiko,,,,,karate-generic|bugeikan|kishimoto-di,bugeikan,yes,14,,,
C00254,Kiyo Iha,,,,,,,karate-generic,karate-generic,,,,,
C00255,Kiyoji Kinjo,,,,,,,karate-generic,karate-generic,yes,13,,,
C00256,Kiyoshi Komesu,,,,,,,karate-generic,karate-generic,yes,7,,,
C00257,Kiyuna Pechin,,Kiyuna Pechin,1845,1920,,,karate-generic,karate-generic,yes,5,,,
C00258,Koan Nagado,,,,,,,karate-generic,karate-generic,yes,14,,,
C00259,Saburo Miyagi,,,,,,,karate-generic,karate-generic,,,,,
C00260,Saburo Tokashiki,,,1877,1967,,,karate-generic,karate-generic,yes,1,,,
C00261,Kodatsu Iha,伊波興達,,1873,1928,,,karate-generic|tomari-te,tomari-te,yes,6,,,
C00263,Saikyo Kojo,湖城再鏡,,1873,1941,,,karate-generic|kojo-ryu,kojo-ryu,yes,5,,,
C00265,Koei Teruya,,,,,,,karate-generic|goju-ryu,goju-ryu,yes,12,,,
C00266,Koichi Mori,,,,,,,karate-generic,karate-generic,yes,7,,,
C00267,Koji Oshiro,,,,,,,karate-generic,karate-generic,,,,,
C00268,Kojo PECHIN,,,,,,,karate-generic|kojo-ryu,kojo-ryu,yes,1,,,
C00269,Kojo UEKATA,蔡肇功,Sai Choko (Kojo Ueekata),1656,1737,,,karate-generic|kojo-ryu,kojo-ryu,yes,0,,,
C00270,Kojun Makishi,,,,,,,karate-generic,karate-generic,yes,14,,,
C00271,Seigi Shiroma,,,,,,,karate-generic,karate-generic,yes,13,,,
C00272,Seigoro Koizumi,,,,,,,karate-generic,karate-generic,yes,10,,,
C00273,Seiichi Shiroma,,,,,,,karate-generic,karate-generic,yes,13,,,
C00274,Seiichi Taba,,,,,,,karate-generic,karate-generic,yes,12,,,
C00275,Seiichiro Higa,,,,,,,karate-generic|yamanni-ryu|okinawan-kobudo,yamanni-ryu,yes,6,,,
C00276,Seiji Inamine,,,,,,,karate-generic,karate-generic,,,,,
C00277,Seijiro Maehara,,,,,,,karate-generic,karate-generic,yes,13,,,
C00278,Seiken Tamanaha,,,,,,,karate-generic,karate-generic,yes,13,,,
C00279,Seiki Arakaki,,,,,,,karate-generic,karate-generic,yes,10,,,
C00280,Seiki Ire,,,,,,,karate-generic,karate-generic,yes,7,,,
C00281,Kokichi Nakamura,,,,,,,karate-generic,karate-generic,yes,13,,,
C00282,Koki Miyagi,,,,,,,karate-generic,karate-generic,yes,13,,,
C00283,Koki Shiroma,,,,,,,karate-generic,karate-generic,yes,8,,,
C00284,Koki Sunabe,,,,,,,karate-generic,karate-generic,yes,10,,,
C00285,Kosei Kokuba,國場幸盛,Kokuba Kosei,1900,1959,,,karate-generic,karate-generic,yes,12,,,
C00286,Komei Akamine,,,,,,,karate-generic,karate-generic,yes,10,,,
C00287,Komei Tsuha,,,,,,,karate-generic,karate-generic,yes,13,,,
C00290,Seiyei Miyagi,,,,,,,karate-generic,karate-generic,,,,,
C00291,Seiyei Miyahira,,,1894,1958,,,karate-generic,karate-generic,yes,6,,,
C00292,Seiyu Arashiro,,,,,,,karate-generic,karate-generic,yes,7,,,
C00293,Seiyu Nakasone,仲宗根正侑,,1893,1983,,,karate-generic|tomari-te,tomari-te,yes,7,,,
C00294,Seiyu Nakamura,,,,,,,karate-generic,karate-generic,yes,13,,,
C00295,Seken Akamine,,,,,,,karate-generic,karate-generic,yes,13,,,
C00296,Koshin Iha,伊波康進,,1925,2012,,,karate-generic|jundokan|okinawa-goju-ryu-kyokai|goju-ryu,jundokan,yes,10,,,
C00297,Koshin Shimabukuro,,,,,,,karate-generic,karate-generic,yes,7,,,
C00298,Koshin Shiroma,,,,,,,karate-generic,karate-generic,yes,9,,,
C00301,Kosuke Yonamine,,,,,,,karate-generic|kenryo-ryu|ryukyu-kobudo-akamine|uechi-ryu,kenryo-ryu,yes,13,,,
C00304,Kunimasa Kai,,,,,,,karate-generic,karate-generic,yes,10,,,
C00315,Machiya Buntoku,,,,,,,karate-generic,karate-generic,,,,,
C00317,Maiya Arakachi,,,,,,,karate-generic,karate-generic,,,,,
C00319,Shinkin Gima,儀間真謹,Gima Shinkin,1896,1989,,,karate-generic|gima-ha,gima-ha,yes,11,,,
C00320,Makoto Tanizoe,,,,,,,karate-generic,karate-generic,yes,13,,,
C00322,Mamoru Oshiro,,,,,,,karate-generic,karate-generic,yes,10,,,
C00327,Masakatsu Inezuka,,,,,,,karate-generic,karate-generic,yes,13,,,
C00329,Masakazu Miyagi,,,1921,,,,karate-generic|honshin-ryu|shorinji-ryu,honshin-ryu,yes,14,,,
C00330,Soko Toguchi,,,,,,,karate-generic,karate-generic,yes,14,,,
C00331,Sonko Tamaki,,,,,,,karate-generic,karate-generic,,,,,
C00332,Soryu Furugen,,,,,,,karate-generic,karate-generic,yes,7,,,
C00333,Susumu Tamamura,,,,,,,karate-generic,karate-generic,yes,7,,,
C00334,Tadahiko Otsuka,大塚忠彦,,1940,2012,,,karate-generic|goju-kensha,goju-kensha,yes,16,,,
C00335,Tadashi Nakagawa,,,,,,,karate-generic,karate-generic,yes,13,,,
C00339,Masami Nashiro,,,,,,,karate-generic,karate-generic,yes,16,,,
C00340,Masamitsu Kinjo,,,,,,,karate-generic,karate-generic,yes,7,,,
C00341,Masanao Miyazato,,,,,,,karate-generic,karate-generic,yes,10,,,
C00342,Masao Kawasoe,,,1945,,,,karate-generic,karate-generic,yes,15,,,
C00343,Masao Kinjo,,,,,,,karate-generic,karate-generic,,,,,
C00344,Masao Mizutani,,,,,,,karate-generic,karate-generic,yes,13,,,
C00345,Masao Yonamine,,,,,,,karate-generic,karate-generic,yes,9,,,
C00346,Masaru Takamura,,,,,,,karate-generic,karate-generic,,,,,
