node_id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,connected,generation,legendary,added_by_research,wikipedia_url
J0097,Busen Arakawa,荒川武仙,,,,,Japan (mainland),senbukan,senbukan,yes,11,,yes,
J0098,Tsutomu Takato,高頭勉,,,,,"Ōta, Tokyo",senbukan,senbukan,yes,11,,yes,
J0099,Hyotaro Harada,原田彪太朗,,,,,Japan,senbukan,senbukan,yes,11,,yes,
J0100,Kenneth Murakami,ケネス村上,,,,,"Hawaii, USA",senbukan,senbukan,yes,11,,yes,
J0101,Satoru Suzuki,鈴木覚,,,,,Kanagawa,senbukan,senbukan,yes,11,,yes,
J0102,Masamitsu Hisataka,久高正光,,1978,,,"Urayasu, Chiba / Tokyo",shorinjiryu-kenkokan,shorinjiryu-kenkokan,yes,13,,yes,
J0103,Sanra Kinjo,金城真三良,,,,,Okinawa,shorinjiryu-kenkokan,shorinjiryu-kenkokan,yes,0,,yes,
J0104,Akiyoshi Arakaki,新垣昭善,,,,,Tokyo,kenryo-ryu,kenryo-ryu,yes,14,,yes,
J0106,Yuka Shimizu,清水由佳,,,,,Japan,ryuei-ryu,ryuei-ryu,yes,12,,yes,
J0107,Masakazu Kinjo,金城政和,,1952,,,"Okinawa (Kubagawa, Naha)",ryukyu-kobudo|uechi-ryu,ryukyu-kobudo,yes,14,,yes,
J0108,Shinchin Matayoshi,又吉眞珍,,1844,,,Okinawa,,,yes,1,,yes,
J0109,Shintoku Matayoshi,又吉眞得,,1786,,,Okinawa,,,yes,0,,yes,
J0110,Raisuke Higa,比嘉来助,,,,,Okinawa,yamanni-ryu|okinawan-kobudo,yamanni-ryu,yes,6,,yes,
J0111,Yohei Akamine,赤嶺要平,,,,,Okinawa,yamanni-ryu|okinawan-kobudo,yamanni-ryu,yes,6,,yes,
J0112,Jinsaburo Higa,比嘉仁三郎,,,,,Okinawa,yamanni-ryu|okinawan-kobudo,yamanni-ryu,yes,6,,yes,
J0113,Aburaya Yamagusuku,油屋山城,,,,,"Ryukyu Kingdom, Okinawa",okinawan-kobudo,okinawan-kobudo,yes,2,,yes,
J0114,Yoshifumi Hayasaka,早坂義文,,,,,"Ryugasaki, Ibaraki, Japan",kingai-ryu|matayoshi-kobudo|negishi-ryu,kingai-ryu,yes,13,,yes,
J0115,Masatomo Nakamura,中村政友,,,,,Okinawa,okinawan-kobudo,okinawan-kobudo,yes,0,,yes,
J0116,Takeshi Oishi,大石武士,,1941,,,Nagasaki Prefecture; Tokyo,jka|shotokan,jka,yes,13,,yes,
J0117,Jotaro Takagi,髙木丈太郎,,1927,2016,,Tokyo,shotokai,shotokai,yes,13,,yes,
J0118,Giei Funakoshi,船越義英,,1900,1961,,Tokyo,shotokai,shotokai,yes,11,,yes,
J0119,Yoshinori Takita,瀧田良德,,,,,,shotokai,shotokai,yes,14,,yes,
J0120,Hoan Kosugi,小杉放菴,,1881,1964,,"Nikkō, Tochigi Prefecture; Tokyo",shotokai,shotokai,yes,11,,yes,
J0121,Tomosaburo Okano,岡野友三郎,,,,,"Hachiōji, Tokyo",kenkojuku,kenkojuku,yes,12,,yes,
J0122,Tomokatsu Okano,岡野友勝,,,,,"Hachiōji, Tokyo",kenkojuku,kenkojuku,yes,13,,yes,
J0123,Nobuyuki Suga,須賀信行,,,2018,,,renbukai,renbukai,,,,yes,
J0124,Takehiro Konishi,小西健裕,,,,,,shindo-jinen-ryu,shindo-jinen-ryu,yes,13,,yes,
J0125,Tetsuo Narikawa,成川哲夫,,1944,2010,,"Iidabashi, Chiyoda-ku, Tokyo",genseiryu-seidokai,genseiryu-seidokai,yes,8,,yes,
J0126,Sadao Ayase,綾瀬貞男,,,,,,genseiryu,genseiryu,yes,7,,yes,
J0127,Kunihiko Tosa,土佐邦彦,,,,,,genseiryu-butokukai,genseiryu-butokukai,yes,7,,yes,
J0128,Kiyohiko Tosa,土佐樹誉彦,,,,,,genseiryu-butokukai,genseiryu-butokukai,,,,yes,
J0129,Yoshimitsu Furuya,古屋美光,,,,,,genseiryu-butokukai,genseiryu-butokukai,,,,yes,
J0130,Koichi Taniguchi,谷口興一,,,,,,taido,taido,yes,7,,yes,
J0131,Hisahiro Uno,卯野久博,,,,,,shoshin-ha-shito-ryu,shoshin-ha-shito-ryu,yes,13,,yes,
J0132,Masaru Watanabe,渡辺勝,,,,,,seiki-kai-shito-ryu,seiki-kai-shito-ryu,yes,10,,yes,
J0133,Takamasa Tomoyose,友寄隆正,,,,,,kenyu-ryu,kenyu-ryu,yes,10,,yes,
J0134,Eiichi Tanaka,田中栄一,,,,,,shito-kai,shito-kai,,,,yes,
J0135,Hidemitsu Nakao,中尾秀光,,,,,,shotokai,shotokai,,,,yes,
J0136,Shinji Michihara,道原伸司,,,,,,wado-ryu,wado-ryu,yes,13,,yes,
J0137,Masaaki Ikemiyagi,池宮城政明,,1953,,,"Ginowan, Okinawa (宜野湾市喜友名)",goju-ryu,goju-ryu,yes,10,,yes,
J0138,Haruyoshi Shimabukuro,島袋春吉,,,,,"Naha, Okinawa (那覇市樋川1-11-11)",uechi-ryu,uechi-ryu,,,,yes,
J0139,Sadayuki Taira,平良貞行,,,,,Okinawa,meibukan,meibukan,,,,yes,
J0140,Yoshimasa Kakazu,嘉数嘉昌,,,,,"Naha, Okinawa (那覇市上間1-25-9)",shorin-ryu-kyudokan,shorin-ryu-kyudokan,,,,yes,
J0141,Masanari Kikugawa,喜久川政成,,1946,,,Okinawa,jundokan,jundokan,yes,10,,yes,
J0142,Sadanao Uechi,上地完尚,,1971,,,"Ginowan, Okinawa (宜野湾市野嵩2-31-1)",uechi-ryu-karate-do-kyokai,uechi-ryu-karate-do-kyokai,yes,8,,yes,
J0143,Takeshi Nakazato,仲里武思,,,,,"Chinen, Nanjo, Okinawa (南城市知念589)",shorinji-ryu,shorinji-ryu,yes,9,,yes,
J0144,Ippei Yagi,八木一平,,,,,"Naha, Okinawa (那覇市久米2-20-21)",meibukan,meibukan,,,,yes,
J0145,Nobuko Oshiro,大城信子,,,,,"Urasoe, Okinawa (浦添市内間4-19-8)",daishinkan,daishinkan,,,,yes,
J0146,Toru Kadekaru,嘉手苅徹,,,,,"Naha, Okinawa (那覇市首里石嶺町3-90-5)",goju-ryu,goju-ryu,,,,yes,
J0147,Kazuo Uezato,上里一雄,,,,,Okinawa (沖縄県立武道館),goju-ryu,goju-ryu,,,,yes,
J0148,Kunio Uehara,上原邦男,,,,,Okinawa,shorin-ryu,shorin-ryu,,,,yes,
J0149,Eisho Nakazato,仲里栄昭,,,,,"Yaese, Okinawa (八重瀬町友寄903-41)",shorin-ryu,shorin-ryu,,,,yes,
J0150,Takashi Okuma,奥間隆,,,,,"Naha, Okinawa (那覇市首里末吉町2-19, 末吉公民館)",goju-ryu,goju-ryu,,,,yes,
J0151,Kim Un-yong,,,1931,2017,,"Daegu, South Korea",kukki-taekwondo,kukki-taekwondo,,,,yes,
J0152,Kim Bok-man,,,1934,2021,,"Korea; Vietnam, Malaysia, Singapore, Indonesia, Philippines,",itf-taekwondo|oh-do-kwan,itf-taekwondo,yes,12,,yes,
J0153,Choi Kwang-jo,최광조,,1942,,,"Daegu, Korea; Atlanta, Georgia, USA",itf-taekwondo,itf-taekwondo,yes,12,,yes,
J0154,Yoo Eung-jun,유응준,,,,,Seoul,chung-do-kwan,chung-do-kwan,yes,13,,yes,
J0155,Kang Suh-chong,강서종,,,,,"Seoul; Brooklyn, New York",chung-do-kwan,chung-do-kwan,yes,13,,yes,
J0156,Hyun Jong-myun,현종명,,,,,Seoul,chung-do-kwan|itf-taekwondo,chung-do-kwan,yes,13,,yes,
J0157,Ko Jae-chun,고재천,,,,,Korea; Vietnam,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,yes,13,,yes,
J0158,Woo Jong-lim,우종림,,,,,Korea,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,yes,13,,yes,
J0159,Baek Joon-ki,백준기,,,,,Korea,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,yes,13,,yes,
J0160,Kim Suk-kyu,김석규,,,,,Korea,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,yes,13,,yes,
J0161,Kwak Kuen-sik,곽근식,,,,,Seoul,chung-do-kwan,chung-do-kwan,yes,13,,yes,
J0162,Chung Yong-taek,정영택,,1921,2006,,"Seoul; Kansas City, Missouri",chung-do-kwan,chung-do-kwan,yes,13,,yes,
J0163,Park Hae-man,박해만,,,,,Seoul,chung-do-kwan|kukki-taekwondo,chung-do-kwan,yes,13,,yes,
J0164,Bae Young-ki,배영기,,,,,Seoul,ji-do-kwan,ji-do-kwan,yes,13,,yes,
J0165,Lee Seung-wan,이승완,,,,,Seoul,ji-do-kwan|kukki-taekwondo,ji-do-kwan,yes,14,,yes,
J0166,Ahn Hak-seon,안학선,,,,,Seoul,ji-do-kwan,ji-do-kwan,yes,15,,yes,
J0167,Jeon Il-seop,전일섭,,,,,Seoul,ji-do-kwan,ji-do-kwan,yes,12,,yes,
J0168,Hong Chong-soo,홍종수,,,,,Seoul,moo-duk-kwan|moo-duk-kwan-taekwondo,moo-duk-kwan,yes,14,,yes,
J0169,Kim Young-taek,김영택,,,,,Seoul,moo-duk-kwan|moo-duk-kwan-taekwondo,moo-duk-kwan,yes,14,,yes,
J0170,Lee Kang-ik,이강익,,,,,Seoul,moo-duk-kwan|moo-duk-kwan-taekwondo,moo-duk-kwan,yes,14,,yes,
J0171,Oh Se-jun,오세준,,,,,Seoul,moo-duk-kwan-taekwondo,moo-duk-kwan-taekwondo,yes,15,,yes,
J0172,Kim Un-chang,김운창,,,,,Seoul (Yongsan),moo-duk-kwan,moo-duk-kwan,yes,14,,yes,
J0173,Lee Haeng-ung,,,1936,2000,,"Korea; Little Rock, Arkansas, USA",songahm-taekwondo,songahm-taekwondo,yes,0,,yes,
J0174,Lee Soon-ho,이순호,,,,,"Little Rock, Arkansas, USA",songahm-taekwondo,songahm-taekwondo,yes,1,,yes,
J0175,Choi Jung-hwa,최중화,,1954,,,"Jeju Island, Korea; Canada; UK",itf-choi-jung-hwa|itf-taekwondo,itf-choi-jung-hwa,yes,12,,yes,
J0176,Chang Ung,장웅,,1938,2026,,"Pyongyang, DPRK",itf-chang-ung|itf-taekwondo,itf-chang-ung,,,,yes,
J0177,Kwon Jae-hwa,권재화,,,,,Korea; Germany,itf-taekwondo,itf-taekwondo,yes,12,,yes,
J0178,Choi Yong-sool,최용술,,1899,1986,,"Yeongdong, North Chungcheong; Daegu",daito-ryu,daito-ryu,yes,1,,yes,
J0179,Ji Han-jae,지한재,,1936,2026,,"Andong, Korea; Arizona, USA",,,yes,2,,yes,
J0180,Song Deok-gi,,,1893,1987,,"Jongno-gu, Seoul",,,yes,1,,yes,
J0181,Okamoto Minoru,岡本実,,,,,Tokyo,renbukai,renbukai,,,,yes,
J0182,William Oliver,ウィリアム・オリバー,,1952,2005,,"New York, USA",kyokushin|seido-juku|kenshikai-oliver,kyokushin,yes,16,,yes,
J0183,Ademir da Costa,アデミール・ダ・コスタ,,1961,,,Brazil,kyokushin,kyokushin,yes,17,,yes,
J0184,Michel Wedel,ミッシェル・ウェーデル,,1958,,,"Netherlands (later Michigan, USA)",kyokushin,kyokushin,yes,14,,yes,
J0185,Gerard Gordeau,ジェラルド・ゴルドー,,1956,,,"The Hague, Netherlands",kyokushin,kyokushin,yes,14,,yes,
J0186,Sam Greco,サム・グレコ,,1967,,,"Melbourne, Australia",kyokushin|seidokaikan,kyokushin,yes,18,,yes,
J0187,Yukio Tani,谷幸雄,,1880,1950,,"London, England (from Japan)",tenjin-shinyo-ryu|daito-ryu|judo,tenjin-shinyo-ryu,yes,1,,yes,
J0188,Taro Miyake,三宅多留次,,1881,1935,,"Okayama, Japan; London; Seattle, USA",judo,judo,,,,yes,
J0189,Hiroo Mochizuki,望月拡雄,,1936,,,"Shizuoka, Japan; later France",yoseikan-budo|aikido|karate-generic,yoseikan-budo,yes,12,,yes,
KN001,Chinto,チントー,,,,,,te,te,,,,yes,
KN002,Shushi,周氏,,,,,,chinese-martial-arts,chinese-martial-arts,,,,yes,
KN003,Soeishi Ryotoku,祖栄志良徳,,,,,,okinawan-kobudo,okinawan-kobudo,yes,0,,yes,
KN004,Hamahiga Pechin,浜比嘉親雲上,,,,,,okinawan-kobudo,okinawan-kobudo,,,,yes,
KN005,Kanegawa Gimu,兼川,,1862,1921,,,okinawan-kobudo,okinawan-kobudo,yes,0,,yes,
KN006,Chinen Shikiyanaka,知念志喜屋仲,,1780,1841,,,okinawan-kobudo,okinawan-kobudo,yes,1,,yes,
KN007,Tsuken Hantagwa,津堅ハンタ川,,,,,,okinawan-kobudo,okinawan-kobudo,,,,yes,
KN008,Sueyoshi,末吉,,1846,1920,,,okinawan-kobudo,okinawan-kobudo,yes,0,,yes,
KN009,Sesoko,瀬底,,,,,,okinawan-kobudo,okinawan-kobudo,,,,yes,
KN010,Shoun,松雲,,,,,,okinawan-kobudo,okinawan-kobudo,,,,yes,
KN011,Tawada Shinboku,多和田真牧,,1851,1920,,,okinawan-kobudo,okinawan-kobudo,yes,0,,yes,
KP001,Tang Daiji,唐大基,,1887,1937,,,,,yes,0,,yes,
KP002,Kingai,金硬,,,,,,,,,,,yes,
KP003,Chokuho Agena,安慶名朝比呼,,,,,,,,,,,yes,
KP004,Kenichi Yamashiro,山城賢一,,,,,,matayoshi-kobudo|matayoshi-kodokan,matayoshi-kobudo,,,,yes,
KP005,Choun Oyakata,朝雲親方,,,,,,,,,,,yes,
KP006,Gikei Yamazato,山里義継,,,,,,,,,,,yes,
KP008,Wai Shinzan,魏新賢,,,,,,,,,,,yes,
KP009,Irei Okina,伊礼翁,,,,,,,,,,,yes,
KP010,Ryuko Shiishi,添石良行,,1852,1925,,"Shuri, Okinawa",,,yes,0,,yes,
KP011,Toyama,当山,,,,,,,,,,,yes,
KP012,Yaraguwa,屋良小,,,,,,,,,,,yes,
KP013,Shoshin Miyahira,宮平昌信,,,,,,,,,,,yes,
KP014,Yaka,,,,,,,,,,,,yes,
KP015,Kwak Kun-sik,,,,,,,,,,,,yes,
KP016,Lee Yong-sup,,,,,,,,,,,,yes,
KP017,Kim Soon-bae,,,,,,,,,,,,yes,
KP018,Han Young-tae,,,,,,,,,,,,yes,
KP019,Woo Jae-lim,,,,,,,,,,,,yes,
KP020,Yoshinao Nanbu,南部好直,,1943,,,,,,yes,11,,yes,
KP021,Eiichi Eriguchi,江里口栄一,,1908,2003,,,,,yes,13,,yes,
KP022,Kanken Oyadomari,,,,,,,,,,,,yes,
KP023,Satoru Shinki,,,,,,,,,,,,yes,
KP024,Wu Xiangui,呉賢貴,,1886,1940,,,,,yes,0,,yes,
N0002,Jiryo Uezu,,,1900,,,,,,,,,yes,
N0006,Gikei Yamazato,,,1835,1905,,,,,,,,yes,
N0008,Aji Tanmei Iha,,,,,,,,,yes,0,,yes,
N0018,Ginowan Denuchi,,,,,,,,,yes,4,,yes,
N0022,Sawayama Masaru,,,1906,1977,,,,,yes,10,,yes,
N0023,Seiki Hiroshi,,,,,,,,,yes,10,,yes,
N0024,Fujitani Masatoshi,,,,,,,,,yes,11,,yes,
N0025,Fuji Kozo,,,,,,,,,yes,10,,yes,
N0026,Abe Iwao,,,,,,,,,yes,10,,yes,
N0027,Shinjō Gima,儀間真常; Chinese name 麻平衡 Má Pínghéng,,1557,1644,,,,,yes,10,,yes,
N0028,Ying Jin,金硬流 (Kingai-ryu),,,,,,,,yes,10,,yes,
N0029,Kimura Kempe,,,,,,,,,yes,10,,yes,
N0030,C. Iraha,,,,,,,,,yes,12,,yes,
N0033,Seijin Ishikawa,,,1905,,,,,,yes,1,,yes,
N0035,Sada Sakugawa,,,1914,,,,,,,,,yes,
N0040,Shinzou Ishida,,,,,,,,,yes,8,,yes,
N0041,Magii Komesu,,,,1918,,,,,,,,yes,
N0054,Chohitsu Kyan,,,,,,,,,yes,6,,yes,
N0059,Haruko Matayoshi,,,,2012,,,,,,,,yes,
N0061,Sokan Noguni,野國總管,,,,,,,,yes,11,,yes,
N0062,Shoshin Miyahira,,,,,,,,,,,,yes,
N0065,Eigen Tomoyose,,,1900,1980,,,,,,,,yes,
N0066,Ichiro Nagamine,,,,,,,,,yes,13,,yes,
N0068,Kiyoshi Shinjo,,,,,,,,,yes,13,,yes,
N0076,Shoei Nakamura,,,1945,,,,,,,,,yes,
N0084,Tsunetomo Yamamoto,,,1659,1719,,,,,,,,yes,
N0088,Eiko Miyazato,,,,,,,,,yes,9,,yes,
N0092,Mao Yuanyi,,,1594,1640,,,,,,,,yes,
N0096,Shoshu Nagamine,,,1897,,,,,,yes,6,,yes,
N0107,Seikun Ishikawa,,,,,,,,,yes,0,,yes,
N0108,Magonojo Terao,,,,,,,,,yes,1,,yes,
N0117,Kenichi Yamashiro,,,,,,,,,yes,13,,yes,
N0119,Tsutomu Yamagawa,,,,,,,,,yes,13,,yes,
N0120,Koshin Kamura,,,,,,,,,yes,13,,yes,
N0121,Hiroko Ogido,,,,,,,,,yes,13,,yes,
N0122,T. Omiya,,,,,,,,,yes,12,,yes,
N0128,Giki Yamazato,,,1866,1946,,,,,yes,6,,yes,
N0130,Sakae Ono,,,1886,1886,,,,,,,,yes,
N0137,Bunshiro Nagamine,,,1977,,,,,,,,,yes,
N0140,Chokuho Agena,,,,,,,,,yes,0,,yes,
N0141,Kimiko Matayoshi,,,1919,,,,,,,,,yes,
N0146,Matsuzo Akarie,,,1889,1922,,,,,,,,yes,
N0149,Koho Kuba,,,1870,1942,,,,,yes,6,,yes,
N0153,Musashi Miyamoto,,,,,,,,,yes,0,,yes,
N0155,Ansei Misato,,,,,,,,,yes,0,,yes,
N0156,Ankei Oshiro,,,1882,1931,,,,,,,,yes,
N0158,Tanouye Rotaishi,,,,,,,,,yes,0,,yes,
N0167,Fasajiro Takagi,,,,,,,,,yes,11,,yes,
N0169,Andrea Guarelli,,,1961,,,,,,yes,14,,yes,
N0170,Shin'ushi Irei,,,,,,,,,yes,0,,yes,
N0172,Su Yinghan,,,,,,,,,yes,0,,yes,
N0176,Kitatsu Kawasaki,,,1897,1963,,,,,yes,7,,yes,
N0177,Eekata Tansui,,,1623,1682,,,,,,,,yes,
N0179,Kaiyo Uto,,,1896,,,,,,,,,yes,
N0187,Koujun Takayasu,,,1888,1953,,,,,,,,yes,
N0202,Gifuku Funakoshi,,,,,,,,,yes,0,,yes,
N0209,Masayuki Kinjo,,,1904,,,,,,,,,yes,
N0210,Choho Giwan,,,,1875,,,,,,,,yes,
N0221,James Genovese,,,,,,,,,yes,10,,yes,
N0222,Miao Xing,,,,,,,,,yes,0,,yes,
N0223,Jiao Gui Wu,,,,,,,,,yes,0,,yes,
Q1046410,Jhoon Rhee,이준구,,1932,2018,1957,,taekwondo|tang-soo-do|scrape-artefact|karate-generic|kung-fu|te|chung-do-kwan|jhoon-rhee-taekwondo,taekwondo,yes,14,,,https://en.wikipedia.org/wiki/Jhoon_Rhee
Q1052982,Jeff Speakman,,,1958,,1983,,american-kenpo|goju-ryu|karate-generic|goju-kai|kenpo|kung-fu|te,american-kenpo,yes,3,,,https://en.wikipedia.org/wiki/Jeff_Speakman
Q106668612,Aaron Banks,,,1928,2013,1953,,te,te,yes,11,,,https://en.wikipedia.org/wiki/Aaron_Banks
Q106695378,Sosui Ichikawa,市川素水,,1924,2005,1949,Naha,goju-ryu|shotokan|naha-te|daito-ryu|karate-generic|okinawan-karate-generic|te|senbukan,goju-ryu,yes,11,,,https://en.wikipedia.org/wiki/Sosui_Ichikawa
Q1071733,Choshin Chibana,知花朝信,Chōshin Chibana,1885,1969,1910,Shuri,shorin-ryu|matsubayashi-ryu|karate-generic|kobayashi-shorin-ryu|okinawan-karate-generic|shobayashi-shorin-ryu|shorin-ryu-shubukan|shorin-ryu-kyudokan|shorin-ryu-seibukan,shorin-ryu,yes,6,,,https://en.wikipedia.org/wiki/Ch%C5%8Dshin_Chibana
Q1082144,Christian Tissier,,,1951,,1976,,aikido|te,aikido,yes,15,,,https://en.wikipedia.org/wiki/Christian_Tissier
Q110022261,Paolo Biotti Natoli,,,,,,,shotokan,shotokan,yes,15,,,
Q11258528,Kenji Yamaki,八巻建弐,,1964,,1989,,kyokushin|scrape-artefact|karate-generic|te,kyokushin,yes,17,,,https://ja.wikipedia.org/wiki/%E5%85%AB%E5%B7%BB%E5%BB%BA%E5%BC%90
Q11263313,Makoto Uehara,上原誠,,1982,,2007,,shidokan|karate-generic|te,shidokan,yes,16,,,https://en.wikipedia.org/wiki/Makoto_Uehara
Q11365653,Hideo Nakamura,中村日出夫,,1913,2013,1938,,kyokushin|japanese-karate-generic|karate-generic|te|kendokai,kyokushin,yes,0,,,https://en.wikipedia.org/wiki/Hideo_Nakamura
Q11383484,Masaaki Satake,佐竹雅昭,,1965,,1990,,kyokushin|karate-generic|scrape-artefact|japanese-karate-generic|seidokaikan|te,kyokushin,yes,18,,,https://en.wikipedia.org/wiki/Masaaki_Satake
Q11391351,Akihito Yagi,八木明人,,1977,,2002,Naha,meibukan|goju-ryu|karate-generic|te|imgka,meibukan,yes,11,,,https://en.wikipedia.org/wiki/Akihito_Yagi
Q11399569,Shigeo Kato,加藤重夫,Shigeo Katō,1942,2022,1967,,kyokushin|te,kyokushin,yes,0,,,https://ja.wikipedia.org/wiki/%E5%8A%A0%E8%97%A4%E9%87%8D%E5%A4%AB
Q11428483,Norichika Tsukamoto,塚本徳臣,,1974,,1999,,kyokushin|shinkyokushin|te,kyokushin,yes,15,,,https://ja.wikipedia.org/wiki/%E5%A1%9A%E6%9C%AC%E5%BE%B3%E8%87%A3
Q11436963,Noboru Osawa,大沢昇,Noboru Ōsawa,1942,,1967,,karate-generic|te,te,yes,15,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B2%A2%E6%98%87
Q11449100,Rika Usami,宇佐美里香,,1986,,2011,,shito-ryu|goju-ryu|japanese-karate-generic|karate-generic|te|inoue-ha-shito-ryu,shito-ryu,yes,15,,,https://en.wikipedia.org/wiki/Rika_Usami
Q11449231,Kenji Ushiro,宇城憲治,,1949,,1974,,karate-generic|te,te,yes,0,,,https://ja.wikipedia.org/wiki/%E5%AE%87%E5%9F%8E%E6%86%B2%E6%B2%BB
Q11463345,Kazuhiko Ogasawara,小笠原和彦,,1959,,1984,,kyokushin|japanese-karate-generic|karate-generic|te,kyokushin,yes,14,,,https://en.wikipedia.org/wiki/Kazuhiko_Ogasawara
Q11470681,Tatsuo Yamada,山田辰雄,,1905,1967,1930,,karate-generic|te|nihon-kenpo-karate-do,nihon-kenpo-karate-do,yes,12,,,https://en.wikipedia.org/wiki/Tatsuo_Yamada
Q11472844,Hiroto Okazaki,岡崎寛人,,1961,,1986,,kyokushin|karate-generic|kyokushin-kan|te,kyokushin,yes,16,,,https://en.wikipedia.org/wiki/Hiroto_Okazaki
Q11474560,Tatsuya Iwasaki,岩崎達也,,1969,,1994,,te,te,yes,15,,,https://ja.wikipedia.org/wiki/%E5%B2%A9%E5%B4%8E%E9%81%94%E4%B9%9F
Q1147708,Choki Motobu,本部朝基,Chōki Motobu,1870,1944,1895,Shuri,motobu-ryu|shuri-te|tomari-te|shorin-ryu|wado-ryu|matsubayashi-ryu|scrape-artefact|karate-generic|kenpo,motobu-ryu,yes,11,,,https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki
Q11486455,Tsuyoshi Hiroshige,廣重毅,,1947,2018,1972,,kyokushin|karate-generic|kyokushin-kan|shinkyokushin|te,kyokushin,yes,14,,,https://en.wikipedia.org/wiki/Tsuyoshi_Hiroshige
Q11501557,Kiyoshi Arakaki,新垣清,,1954,,1979,Shuri,karate-generic|matsubayashi-ryu|okinawan-kobudo|shuri-te|okinawan-karate-generic|te|scrape-artefact,matsubayashi-ryu,yes,13,,,https://en.wikipedia.org/wiki/Kiyoshi_Arakaki
Q115091,Peter Urban,,,1934,2009,1959,,karate-generic|te|usa-goju,usa-goju,yes,10,,,https://en.wikipedia.org/wiki/Peter_Urban
Q11557545,Noriyasu Hamai,浜井識安,,1954,2023,1979,,kyokushin|te,kyokushin,yes,14,,,https://ja.wikipedia.org/wiki/%E6%B5%9C%E4%BA%95%E8%AD%98%E5%AE%89
Q123398,Andy Hug,,,1964,2000,1989,,seidokaikan|karate-generic|kyokushin|taekwondo|te,seidokaikan,yes,18,,,https://en.wikipedia.org/wiki/Andy_Hug
Q1246030,Shigeru Egami,江上茂,,1912,1981,1937,,shotokai|karate-generic|shotokan|japanese-karate-generic|te,shotokai,yes,12,,,https://en.wikipedia.org/wiki/Shigeru_Egami
Q124766,Hidetaka Nishiyama,西山英峻,,1928,2008,1953,,shotokan|karate-generic|japanese-karate-generic|te|jka,shotokan,yes,13,,,https://en.wikipedia.org/wiki/Hidetaka_Nishiyama
Q130739281,Naonobu Ahagon,阿波根直信,,1940,,1965,Naha,shorin-ryu|uechi-ryu|okinawan-kobudo|karate-generic|te|shorin-ryu-reihokan,shorin-ryu,yes,14,,,https://en.wikipedia.org/wiki/Ahagon_Naonobu
Q1335481,Henry Plee,,Henry Plée,1923,2014,1948,,karate-generic|goju-ryu|kyokushin|shotokan|okinawan-kobudo|chinese-martial-arts|nanbudo|shotokai,goju-ryu,yes,14,,,https://en.wikipedia.org/wiki/Henry_Pl%C3%A9e
Q1336547,Takahara Peichin,高原親雲上,Pēchin Takahara,1684,1760,1709,Shuri,chuan-fa|japanese-karate-generic|karate-generic|te,chuan-fa,yes,2,yes,,https://en.wikipedia.org/wiki/Peichin_Takahara
Q13424717,Kyoichi Inoue,井上強一,Kyōichi Inoue,1935,2017,1960,,te,te,yes,3,,,https://en.wikipedia.org/wiki/Kyoichi_Inoue
Q135222893,Tsuyoshi Chitose,千歳剛直,,1898,1984,1923,Shuri,chito-ryu|karate-generic|naha-te|shuri-te|tomari-te|goju-ryu|shito-ryu|shotokan|matsubayashi-ryu|okinawan-kobudo,chito-ryu,yes,11,,,https://en.wikipedia.org/wiki/Tsuyoshi_Chitose
Q1360025,Taiji Kase,加瀬泰治,,1929,2004,1954,,shotokan|karate-generic|japanese-karate-generic|te|kase-ha,shotokan,yes,13,,,https://en.wikipedia.org/wiki/Taiji_Kase
Q136799394,Robert Heisner,,,1946,2024,1971,,bushido-kai|itosu-ryu|kyokushin|shotokan|wado-ryu|karate-generic|taekwondo,bushido-kai,yes,13,,,https://en.wikipedia.org/wiki/Robert_Heisner
Q1473967,Fumio Demura,出村文男,,1938,2023,1963,,goju-ryu|karate-generic|okinawan-kobudo|shito-ryu|shotokan|japanese-karate-generic|koga-ryu|te|genbu-kai,goju-ryu,yes,13,,,https://en.wikipedia.org/wiki/Fumio_Demura
Q1494112,Kenichi Sawai,澤井健一,Ken'ichi Sawai,1903,1988,1928,,kyokushin|karate-generic|kenpo|kung-fu|te,kyokushin,yes,0,,,https://en.wikipedia.org/wiki/Kenichi_Sawai
Q1584213,Masayuki Hisataka,久高正之,,1940,,1965,,shorinjiryu-kenkokan|japanese-karate-generic|karate-generic|shorinji-ryu|te|koshiki-karatedo,shorinjiryu-kenkokan,yes,12,,,https://en.wikipedia.org/wiki/Masayuki_Hisataka
Q15845014,Mai Shiina,椎名舞,,1988,,2013,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,yes,14,,,https://en.wikipedia.org/wiki/Mai_Shiina
Q15845016,Koji Chubachi,中鉢孝治,Kōji Chūbachi,1987,,2012,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,yes,14,,,https://en.wikipedia.org/wiki/Koji_Chubachi
